Reservoir,Site,DateTime,Depth_m,Temp_C,DO_mgL,DOSat,Cond_uScm,PAR_umolm2s,ORP_mV,pH,Flag_Temp,Flag_DO,Flag_DOSat,Flag_Cond,Flag_PAR,Flag_ORP,Flag_pH,Notes 
BVR,50,6/4/20 13:07,8.4,11.8,1.28,11.9,,,,,0,0,0,1,1,1,1,
BVR,50,6/4/20 13:08,8.5,11.7,1.02,9.2,,,,,0,0,0,1,1,1,1,
BVR,50,6/4/20 13:09,8.6,11.5,0.66,6.1,,,,,0,0,0,1,1,1,1,
BVR,50,6/4/20 13:10,8.7,11.4,0.61,5.6,,,,,0,0,0,1,1,1,1,
BVR,50,6/4/20 13:11,8.8,11.3,0.6,5.4,,,,,0,0,0,1,1,1,1,
BVR,50,6/4/20 13:12,8.9,11.2,0.59,5.3,,,,,0,0,0,1,1,1,1,
BVR,50,6/4/20 13:13,9,10.7,0.6,5.4,,,,,0,0,0,1,1,1,1,
BVR,50,6/4/20 13:14,10,10,0.59,5.3,,,,,0,0,0,1,1,1,1,
BVR,50,6/4/20 13:15,11,9.9,0.57,5.1,,,,,0,0,0,1,1,1,1,
CCR,100,7/29/20 12:39,0.1,22.5,8.51,96.6,,,,,0,0,0,1,1,1,1,
CCR,300,7/29/20 14:14,0.1,23.5,7.35,84.5,,,,,0,0,0,1,1,1,1,
CCR,400,7/29/20 15:07:00,0.1,15.9,8.88,87.5,,,,,0,0,0,1,1,1,1,
CCR,50,8/5/20 11:15,0.1,28,8.26,102.7,,,,,0,0,0,1,1,1,1,
CCR,50,8/5/20 11:15,1,27.9,8.19,102.7,,,,,0,0,0,1,1,1,1,
CCR,50,8/5/20 11:15,2,27.7,8.32,102.7,,,,,0,0,0,1,1,1,1,
CCR,50,8/5/20 11:15,3,27.6,8.25,102.4,,,,,0,0,0,1,1,1,1,
CCR,50,8/5/20 11:15,4,27.5,8.12,101.1,,,,,0,0,0,1,1,1,1,
CCR,50,8/5/20 11:15,5,22.8,9.96,112.5,,,,,0,0,0,1,1,1,1,
CCR,50,8/5/20 11:15,6,17.6,6.22,63.4,,,,,0,0,0,1,1,1,1,
CCR,50,8/5/20 11:15,7,15,4.45,43.3,,,,,0,0,0,1,1,1,1,
CCR,50,8/5/20 11:15,8,13.4,3.6,33.7,,,,,0,0,0,1,1,1,1,
CCR,50,8/5/20 11:15,9,11.8,3.1,27.8,,,,,0,0,0,1,1,1,1,
CCR,50,8/5/20 11:15,10,10.9,5.49,48,,,,,0,0,0,1,1,1,1,
CCR,50,8/5/20 11:15,12,10.3,6.01,51.8,,,,,0,0,0,1,1,1,1,
CCR,50,8/5/20 11:15,14,10.1,6,51.6,,,,,0,0,0,1,1,1,1,
CCR,50,8/5/20 11:15,16,9.9,5.94,51.6,,,,,0,0,0,1,1,1,1,
CCR,50,8/5/20 11:15,18,9.9,5.53,47.8,,,,,0,0,0,1,1,1,1,
CCR,50,8/5/20 11:15,19,9.8,4.8,41.5,,,,,0,0,0,1,1,1,1,
CCR,300,8/5/20 12:37,0.1,21.1,8.38,92.9,,,,,0,0,0,1,1,1,1,
CCR,100,8/5/20 10:34,0.1,20.7,8.78,95.5,,,,,0,0,0,1,1,1,1,
CCR,400,8/5/20 13:24,0.1,15.6,9.76,95.9,,,,,0,0,0,1,1,1,1,
CCR,100,8/19/20 13:45,0.1,21.1,9.07,99.7,,,,,0,0,0,1,1,1,1,
CCR,300,8/19/20 14:41,0.1,20.6,8.72,95.7,,,,,0,0,0,1,1,1,1,
CCR,400,8/19/20 15:27,0.1,18.3,8.88,93.5,,,,,0,0,0,1,1,1,1,
FCR,50,8/10/2020 10:36,0.1,26.9,9.97,122.8,,,,,0,0,0,1,1,1,1,
FCR,50,8/10/20 10:38,1.6,25.2,8.53,102.2,,,,,0,0,0,1,1,1,1,
FCR,50,8/10/20 10:40,3.8,18.5,0.93,9.8,,,,,0,0,0,1,1,1,1,
FCR,50,8/10/20 10:55,5,12.3,1.76,16.4,,,,,0,0,0,1,1,1,1,
FCR,50,8/10/20 10:56,6.2,11.5,1.95,17.7,,,,,0,0,0,1,1,1,1,
FCR,50,8/10/20 10:58,8,11.4,2.01,18.2,,,,,0,0,0,1,1,1,1,
FCR,50,8/10/20 10:59,9,11.3,2.01,18,,,,,0,0,0,1,1,1,1,
FCR,50,8/10/20 10:41,3.7,17.9,0.65,6.9,,,,,0,0,0,1,1,1,1,
FCR,50,8/10/20 10:42,3.6,18.3,0.6,6.2,,,,,0,0,0,1,1,1,1,
FCR,50,8/10/20 10:43,3.5,18.8,0.6,6.1,,,,,0,0,0,1,1,1,1,
FCR,50,8/10/20 10:44,3.4,19.1,0.53,5.6,,,,,0,0,0,1,1,1,1,
FCR,50,8/10/20 10:46,2.6,21.3,0.74,8.4,,,,,0,0,0,1,1,1,1,
FCR,50,8/10/20 10:48,2.3,22.7,1.46,16.9,,,,,0,0,0,1,1,1,1,
FCR,50,8/10/20 10:50,2.2,23.2,1.62,18.8,,,,,0,0,0,1,1,1,1,
FCR,50,8/10/20 10:51,2.1,23.4,1.96,23,,,,,0,0,0,1,1,1,1,
BVR,50,7/23/20 11:05,0.1,27.1,7.76,97.4,,,,,0,0,0,1,1,1,1,
BVR,50,7/23/20 11:07,1,27.2,7.78,97.6,,,,,0,0,0,1,1,1,1,
BVR,50,7/23/20 11:07,2,27.3,7.74,97.4,,,,,0,0,0,1,1,1,1,
BVR,50,7/23/20 11:09,3,26.1,9.16,112,,,,,0,0,0,1,1,1,1,
BVR,50,7/23/20 11:10,4,21.6,8.59,97.1,,,,,0,0,0,1,1,1,1,
BVR,50,7/23/20 11:12,5,18.5,2.43,25,,,,,0,0,0,1,1,1,1,
BVR,50,7/23/20 11:13,6,14.5,0.63,6.2,,,,,0,0,0,1,1,1,1,
BVR,50,7/23/20 11:14,7,13.2,0.55,5.3,,,,,0,0,0,1,1,1,1,
BVR,50,7/23/20 11:15,8,12.2,0.54,5,,,,,0,0,0,1,1,1,1,
BVR,50,7/23/20 11:16,9,11.1,0.54,4.9,,,,,0,0,0,1,1,1,1,
BVR,50,7/23/20 11:17,10,10.4,0.54,4.7,,,,,0,0,0,1,1,1,1,
BVR,50,7/23/20 11:17,11,10,0.53,4.7,,,,,0,0,0,1,1,1,1,
BVR,50,7/23/20 11:18,12,9.7,0.54,4.6,,,,,0,0,0,1,1,1,1,
BVR,50,7/23/20 11:18,13,9.5,0.54,4.7,,,,,0,0,0,1,1,1,1,
BVR,50,7/23/20 11:24,5.1,16.7,2.13,22.3,,,,,0,0,0,1,1,1,1,
BVR,50,7/23/20 11:25,5.2,16.6,1.86,19,,,,,0,0,0,1,1,1,1,
BVR,50,8/26/20 11:06,0.1,26,8.35,103.4,,,,,0,0,0,1,1,1,1,
BVR,50,8/26/20 11:07,1,25.9,8.31,102,,,,,0,0,0,1,1,1,1,
BVR,50,8/26/20 11:08,2,25.5,5.36,101.4,,,,,0,0,0,1,1,1,1,
BVR,50,8/26/20 11:09,3,25.1,2.93,96.2,,,,,0,0,0,1,1,1,1,
BVR,50,8/26/20 11:10,4,22.8,1.13,13.1,,,,,0,0,0,1,1,1,1,
BVR,50,8/26/20 11:13,5,17.6,0.5,5.2,,,,,0,0,0,1,1,1,1,
BVR,50,8/26/20 11:14,6,14.4,0.48,4.7,,,,,0,0,0,1,1,1,1,
BVR,50,8/26/20 11:15,7,13,0.48,4.5,,,,,0,0,0,1,1,1,1,
BVR,50,8/26/20 11:15,8,11.8,0.47,4.5,,,,,0,0,0,1,1,1,1,
BVR,50,8/26/20 11:16,9,11.2,0.5,4.5,,,,,0,0,0,1,1,1,1,
BVR,50,8/26/20 11:16,10,10.5,0.5,4.4,,,,,0,0,0,1,1,1,1,
BVR,50,8/26/20 11:17,11,10,0.51,4.4,,,,,0,0,0,1,1,1,1,
FCR,50,8/17/20 12:15,0.1,25.1,8.27,99.8,,,,,0,0,0,1,1,1,1,
FCR,50,8/17/20 12:16,1,23.7,8.45,99.4,,,,,0,0,0,1,1,1,1,
FCR,50,8/17/20 12:18,2,23.2,7.56,88,,,,,0,0,0,1,1,1,1,
FCR,50,8/17/20 12:20,2.1,22.8,6.77,78.2,,,,,0,0,0,1,1,1,1,
FCR,50,8/17/20 12:20,2.2,22.8,6.71,77.8,,,,,0,0,0,1,1,1,1,
FCR,50,8/17/20 12:21,2.3,22.8,6.21,71.8,,,,,0,0,0,1,1,1,1,
FCR,50,8/17/20 12:21,2.4,22.8,58.2,67.1,,,,,0,0,0,1,1,1,1,
FCR,50,8/17/20 12:22,2.5,22.7,4.74,54.1,,,,,0,0,0,1,1,1,1,
FCR,50,8/17/20 12:23,2.6,22.6,3.74,43.6,,,,,0,0,0,1,1,1,1,
FCR,50,8/17/20 12:24,2.7,22.5,2.02,24.3,,,,,0,0,0,1,1,1,1,
FCR,50,8/17/20 12:25,2.8,22.1,1.46,16.5,,,,,0,0,0,1,1,1,1,
FCR,50,8/17/20 12:26,2.9,21.8,1.02,11.5,,,,,0,0,0,1,1,1,1,
FCR,50,8/17/20 12:19,3,20.8,1.02,11.2,,,,,0,0,0,1,1,1,1,
FCR,50,8/17/20 12:27,4,17.3,0.67,6,,,,,0,0,0,1,1,1,1,
FCR,50,8/17/20 12:28,5,13.8,0.56,8.4,,,,,0,0,0,1,1,1,1,
FCR,50,8/17/20 12:28,6,12.2,2.41,22.4,,,,,0,0,0,1,1,1,1,
FCR,50,8/17/20 12:29,7,11.9,2.68,24.8,,,,,0,0,0,1,1,1,1,
FCR,50,8/17/20 12:29,8,11.7,2.66,24.3,,,,,0,0,0,1,1,1,1,
FCR,50,8/17/20 12:30,9,11.6,2.69,24.7,,,,,0,0,0,1,1,1,1,
FCR,50,8/17/20 12:31,10,11.5,2.69,24.6,,,,,0,0,0,1,1,1,1,
BVR,50,8/20/20 9:50,0.1,24.9,8.59,104.4,,,,,0,0,0,1,1,1,1,
BVR,50,8/20/20 9:52,1,24.9,8.64,104.3,,,,,0,0,0,1,1,1,1,
BVR,50,8/20/20 9:53,2,24.7,8.68,105.1,,,,,0,0,0,1,1,1,1,
BVR,50,8/20/20 9:54,3,24.7,8.6,103.5,,,,,0,0,0,1,1,1,1,
BVR,50,8/20/20 9:55,4,22.5,1.52,17.6,,,,,0,0,0,1,1,1,1,
BVR,50,8/20/20 9:57,5,17.4,0.52,5.6,,,,,0,0,0,1,1,1,1,
BVR,50,8/20/20 10:00,6,13.9,0.51,4.9,,,,,0,0,0,1,1,1,1,
BVR,50,8/20/20 10:00,7,12.4,0.5,4.7,,,,,0,0,0,1,1,1,1,
BVR,50,8/20/20 10:01,8,11.5,0.51,4.7,,,,,0,0,0,1,1,1,1,
BVR,50,8/20/20 10:03,9,10.7,0.52,4.7,,,,,0,0,0,1,1,1,1,
BVR,50,8/20/20 10:04,10,10.3,0.51,4.5,,,,,0,0,0,1,1,1,1,
BVR,50,8/20/20 10:06,11,9.7,0.52,4.6,,,,,0,0,0,1,1,1,1,
BVR,50,8/20/20 10:07,3.3,22.5,3.5,40.6,,,,,0,0,0,1,1,1,1,
BVR,50,8/20/20 10:08,3.5,23,3.55,41.5,,,,,0,0,0,1,1,1,1,
BVR,50,8/20/20 10:09,3.6,23.1,3.18,37.6,,,,,0,0,0,1,1,1,1,
BVR,50,8/20/20 10:12,3.8,23,2.68,31.2,,,,,0,0,0,1,1,1,1,
BVR,50,8/20/20 10:12,3.9,22.6,1.8,20.2,,,,,0,0,0,1,1,1,1,
FCR,50,9/2/20 10:05,0.1,24.3,8.45,100.3,,,,,0,0,0,1,1,1,1,
FCR,50,9/2/20 10:06,1,23.8,7.83,91.7,,,,,0,0,0,1,1,1,1,
FCR,50,9/2/20 10:07,2,23.3,3.49,41.5,,,,,0,0,0,1,1,1,1,
FCR,50,9/2/20 10:08,3,21.8,0.63,7.1,,,,,0,0,0,1,1,1,1,
FCR,50,9/2/20 10:09,4,17.5,0.56,5.8,,,,,0,0,0,1,1,1,1,
FCR,50,9/2/20 10:10,5,14.1,0.69,6.5,,,,,0,0,0,1,1,1,1,
FCR,50,9/2/20 10:10,6,12.6,3.22,29.4,,,,,0,0,0,1,1,1,1,
FCR,50,9/2/20 10:12,7,12.1,3.48,32.2,,,,,0,0,0,1,1,1,1,
FCR,50,9/2/20 10:13,8,12,3.54,32.9,,,,,0,0,0,1,1,1,1,
FCR,50,9/2/20 10:15,2.1,22.3,2.66,30.4,,,,,0,0,0,1,1,1,1,
FCR,50,9/2/20 10:16,2.2,22.8,2.34,27.2,,,,,0,0,0,1,1,1,1,
FCR,50,9/2/20 10:17,2.3,22.8,1.34,15.2,,,,,0,0,0,1,1,1,1,
FCR,50,9/2/20 10:17,2.4,27.8,0.81,9.3,,,,,0,0,0,1,1,1,1,
FCR,200,9/2/20 15:05,0.1,22.2,7.34,84.3,,,,,0,0,0,1,1,1,1,"Wetlands recorded at top of sheet, assumed F200 0.1m"
BVR,50,9/3/20 11:53,0.1,26.3,9.19,114.7,,,,,0,0,0,1,1,1,1,
BVR,50,9/3/20 11:53,1,26.2,9.28,115.6,,,,,0,0,0,1,1,1,1,
BVR,50,9/3/20 11:55,2,25.8,9.26,114.7,,,,,0,0,0,1,1,1,1,
BVR,50,9/3/20 11:55,3,25.1,9.15,111.7,,,,,0,0,0,1,1,1,1,
BVR,50,9/3/20 11:56,4,23.7,0.94,11,,,,,0,0,0,1,1,1,1,
BVR,50,9/3/20 11:57,5,19,0.65,7,,,,,0,0,0,1,1,1,1,
BVR,50,9/3/20 11:58,6,15.4,0.64,6.3,,,,,0,0,0,1,1,1,1,
BVR,50,9/3/20 11:59,7,13.7,0.63,6,,,,,0,0,0,1,1,1,1,
BVR,50,9/3/20 11:59,8,12.5,0.61,5.9,,,,,0,0,0,1,1,1,1,
BVR,50,9/3/20 11:59,9,11.1,0.64,5.8,,,,,0,0,0,1,1,1,1,
BVR,50,9/3/20 12:00,10,10.5,0.65,5.8,,,,,0,0,0,1,1,1,1,
BVR,50,9/3/20 12:01,11,9.9,0.65,5.8,,,,,0,0,0,1,1,1,1,
BVR,50,9/3/20 12:03,3.1,23.5,8.59,102.9,,,,,0,0,0,1,1,1,1,
BVR,50,9/3/20 12:05,3.2,24.1,8.83,105.5,,,,,0,0,0,1,1,1,1,
BVR,50,9/3/20 12:06,3.3,24.7,8.85,106.1,,,,,0,0,0,1,1,1,1,
BVR,50,9/3/20 12:07,3.4,24.3,8.7,104.1,,,,,0,0,0,1,1,1,1,
BVR,50,9/3/20 12:08,3.5,24,6.44,78,,,,,0,0,0,1,1,1,1,
BVR,50,9/3/20 12:09,3.6,23.8,3.57,44.9,,,,,0,0,0,1,1,1,1,
BVR,50,9/3/20 12:11,3.7,23.3,1.51,15.3,,,,,0,0,0,1,1,1,1,
FCR,50,9/10/20 23:00,0.1,25.5,12.47,148,,,,,0,0,0,1,1,1,1,
FCR,50,9/10/20 23:02,1.6,23.6,10.8,127.7,,,,,0,0,0,1,1,1,1,
FCR,50,9/10/20 23:05,2.6,22.1,0.98,10.9,,,,,0,0,0,1,1,1,1,
FCR,50,9/10/20 23:06,2.5,22.2,1.42,16,,,,,0,0,0,1,1,1,1,
FCR,50,9/10/20 23:07,2.4,22.5,2.59,29.5,,,,,0,0,0,1,1,1,1,
FCR,50,9/10/20 23:10,3.8,17.5,0.53,5.6,,,,,0,0,0,1,1,1,1,
FCR,50,9/10/20 23:12,5,13.9,0.47,4.5,,,,,0,0,0,1,1,1,1,
FCR,50,9/10/20 23:14,6.2,12.5,3.66,34,,,,,0,0,0,1,1,1,1,
FCR,50,9/10/20 23:16,8,12.1,3.95,36.3,,,,,0,0,0,1,1,1,1,
FCR,50,9/10/20 22:18,9,12,4.04,37.2,,,,,0,0,0,1,1,1,1,
FCR,50,9/11/20 9:48,0.1,24.4,11.63,138.7,,,,,0,0,0,1,1,1,1,
FCR,50,9/11/20 9:51,1.6,23.8,10.82,127.8,,,,,0,0,0,1,1,1,1,
FCR,50,9/11/20 9:56,2.2,22.6,1.78,20.7,,,,,0,0,0,1,1,1,1,
FCR,50,9/11/20 10:01,2.6,22.2,0.44,5.1,,,,,0,0,0,1,1,1,1,
FCR,50,9/11/20 10:05,3.8,17,0.45,4.7,,,,,0,0,0,1,1,1,1,
FCR,50,9/11/20 10:07,5,13,1.99,18.7,,,,,0,0,0,1,1,1,1,
FCR,50,9/11/20 10:09,6.2,12.8,3.93,37,,,,,0,0,0,1,1,1,1,
FCR,50,9/11/20 10:10,8,12.2,4.12,37.9,,,,,0,0,0,1,1,1,1,
FCR,50,9/11/20 10:11,9,12.1,4.14,38.1,,,,,0,0,0,1,1,1,1,
BVR,50,9/16/20 10:57,0.1,22.2,7.52,86.1,,,,,0,0,0,1,1,1,1,
BVR,50,9/16/20 10:58,1,22.4,7.43,85.7,,,,,0,0,0,1,1,1,1,
BVR,50,9/16/20 11:00,2,22.4,7.43,85.5,,,,,0,0,0,1,1,1,1,
BVR,50,9/16/20 11:01,3,22.4,7.42,85.4,,,,,0,0,0,1,1,1,1,
BVR,50,9/16/20 11:03,4,22.4,7.21,82.8,,,,,0,0,0,1,1,1,1,
BVR,50,9/16/20 11:05,5,18.2,0.59,6.2,,,,,0,0,0,1,1,1,1,
BVR,50,9/16/20 11:07,6,14.6,0.49,4.8,,,,,0,0,0,1,1,1,1,
BVR,50,9/16/20 11:09,7,13,0.5,4.7,,,,,0,0,0,1,1,1,1,
BVR,50,9/16/20 11:10,8,11.6,0.49,4.6,,,,,0,0,0,1,1,1,1,
BVR,50,9/16/20 11:12,9,10.7,0.5,4.4,,,,,0,0,0,1,1,1,1,
BVR,50,9/16/20 11:12,10,10.2,0.49,4.5,,,,,0,0,0,1,1,1,1,
BVR,50,9/16/20 11:13,11,9.9,0.5,4.4,,,,,0,0,0,1,1,1,1,
BVR,50,9/16/20 11:15,4,21.8,7.03,80.1,,,,,0,0,0,1,1,1,1,
BVR,50,9/16/20 11:17,4.1,22.1,7.08,81.3,,,,,0,0,0,1,1,1,1,
BVR,50,9/16/20 11:18,4.2,22,5.53,62.6,,,,,0,0,0,1,1,1,1,
BVR,50,9/16/20 11:20,4.3,21.6,4.17,47,,,,,0,0,0,1,1,1,1,
BVR,50,9/16/20 11:21,4.4,20.8,1.84,19.2,,,,,0,0,0,1,1,1,1,
BVR,50,9/16/20 11:23,4.5,20.1,0.54,5.3,,,,,0,0,0,1,1,1,1,
FCR,50,9/14/20 22:09,0.1,24.4,12.75,150.5,,,,,0,0,0,1,1,1,1,
FCR,50,9/14/20 22:11,1.6,23,8.85,101.8,,,,,0,0,0,1,1,1,1,
FCR,50,9/14/20 22:12,2,22.8,6.24,71.4,,,,,0,0,0,1,1,1,1,
FCR,50,9/14/20 22:15,2.2,22.7,5.65,64.6,,,,,0,0,0,1,1,1,1,
FCR,50,9/14/20 22:18,2.4,22.6,4.75,54,,,,,0,0,0,1,1,1,1,
FCR,50,9/14/20 22:20,2.6,22.5,3.67,41.5,,,,,0,0,0,1,1,1,1,
FCR,50,9/14/20 22:21,2.7,22,0.7,7.9,,,,,0,0,0,1,1,1,1,
FCR,50,9/14/20 22:24,3.8,17.8,0.51,5.4,,,,,0,0,0,1,1,1,1,
FCR,50,9/14/20 22:27,5,17.6,0.59,6.3,,,,,0,0,0,1,1,1,1,
FCR,50,9/14/20 22:30,6.2,12.7,2.74,25.4,,,,,0,0,0,1,1,1,1,
FCR,50,9/14/20 22:33,8,12,2.3,21.5,,,,,0,0,0,1,1,1,1,
FCR,50,9/14/20 22:35,9,11.9,0.61,5.7,,,,,0,0,0,1,1,1,1,
FCR,50,9/15/20 10:07,0.1,22.3,11.35,128.4,,,,,0,0,0,1,1,1,1,
FCR,50,9/15/20 10:08,1.6,23,11.44,130.9,,,,,0,0,0,1,1,1,1,
FCR,50,9/15/20 10:11,2.3,22.4,2.46,27.9,,,,,0,0,0,1,1,1,1,
FCR,50,9/15/20 10:13,2.4,22.2,0.85,9.5,,,,,0,0,0,1,1,1,1,
FCR,50,9/15/20 10:14,3.8,17.4,0.46,4.7,,,,,0,0,0,1,1,1,1,
FCR,50,9/15/20 10:15,5,13.8,0.47,4.5,,,,,0,0,0,1,1,1,1,
FCR,50,9/15/20 10:16,6.2,12.2,2.57,23.6,,,,,0,0,0,1,1,1,1,
FCR,50,9/15/20 10:18,8,12,1.78,16.2,,,,,0,0,0,1,1,1,1,
FCR,50,9/15/20 10:18,9,11.9,0.57,5.2,,,,,0,0,0,1,1,1,1,
FCR,50,9/19/20 10:51,0.1,19.6,8.86,95.1,,,,,0,0,0,1,1,1,1,
FCR,50,9/19/20 10:53,1.6,19.9,8.59,92.8,,,,,0,0,0,1,1,1,1,
FCR,50,9/19/20 10:58,3.5,19.8,8.15,88.1,,,,,0,0,0,1,1,1,1,
FCR,50,9/19/20 10:59,3.6,18.3,0.82,18.5,,,,,0,0,0,1,1,1,1,
FCR,50,9/19/20 11:01,3.8,17.3,0.59,6.1,,,,,0,0,0,1,1,1,1,
FCR,50,9/19/20 11:03,5,13.2,0.85,8,,,,,0,0,0,1,1,1,1,
FCR,50,9/19/20 11:07,6.2,12.1,2.44,22.4,,,,,0,0,0,1,1,1,1,
FCR,50,9/19/20 11:07,8,11.9,0.69,6.3,,,,,0,0,0,1,1,1,1,
FCR,50,9/19/20 11:08,9,11.8,0.6,5.4,,,,,0,0,0,1,1,1,1,
BVR,50,9/19/20 12:20,4.4,20.2,3.47,38.5,,,,,0,0,0,1,1,1,1,
BVR,50,9/19/20 12:22,4.5,20.1,2.41,26.7,,,,,0,0,0,1,1,1,1,
BVR,50,9/19/20 12:24,4.6,19.9,1.26,13.7,,,,,0,0,0,1,1,1,1,
FCR,50,9/21/20 12:15,0.1,19.1,8.67,91.3,,,,,0,0,0,1,1,1,1,
FCR,50,9/21/20 12:16,1,19.2,8.62,91.1,,,,,0,0,0,1,1,1,1,
FCR,50,9/21/20 12:17,2,18.7,8.12,85.4,,,,,0,0,0,1,1,1,1,
FCR,50,9/21/20 12:18,3,18.5,7.75,80,,,,,0,0,0,1,1,1,1,
FCR,50,9/21/20 12:18,4,17.9,0.96,6.7,,,,,0,0,0,1,1,1,1,
FCR,50,9/21/20 12:21,5,13.9,0.52,5,,,,,0,0,0,1,1,1,1,
FCR,50,9/21/20 12:22,6,12.8,2.85,26.8,,,,,0,0,0,1,1,1,1,
FCR,50,9/21/20 12:22,7,12.2,1.38,11.6,,,,,0,0,0,1,1,1,1,
FCR,50,9/21/20 12:23,8,12,0.62,5.6,,,,,0,0,0,1,1,1,1,
FCR,50,9/21/20 12:23,9,11.9,0.54,4.9,,,,,0,0,0,1,1,1,1,
FCR,50,9/21/20 12:25,5,12.7,0.67,6.2,,,,,0,0,0,1,1,1,1,
FCR,50,9/21/20 12:26,5.1,12.7,0.9,8.3,,,,,0,0,0,1,1,1,1,
FCR,50,9/21/20 12:26,5.2,12.7,0.97,9.7,,,,,0,0,0,1,1,1,1,
FCR,50,9/21/20 12:27,5.3,12.7,1.3,12.2,,,,,0,0,0,1,1,1,1,
FCR,50,9/21/20 12:27,5.4,12.6,1.52,14.2,,,,,0,0,0,1,1,1,1,
FCR,50,9/21/20 12:28,5.5,12.5,1.99,18.6,,,,,0,0,0,1,1,1,1,
FCR,50,9/21/20 12:28,5.6,12.4,2.46,22.6,,,,,0,0,0,1,1,1,1,
FCR,50,9/21/20 12:28,5.7,12.4,2.69,24.7,,,,,0,0,0,1,1,1,1,
FCR,50,9/21/20 12:29,5.8,12.3,2.86,26.2,,,,,0,0,0,1,1,1,1,
FCR,50,9/21/20 12:29,5.9,12.3,3.01,27.5,,,,,0,0,0,1,1,1,1,
FCR,50,9/21/20 12:30,6,12.2,3.19,29.1,,,,,0,0,0,1,1,1,1,
FCR,50,9/21/20 12:31,6.1,12.1,3.14,28.7,,,,,0,0,0,1,1,1,1,
FCR,50,9/21/20 12:31,6.2,12.1,3.17,28.7,,,,,0,0,0,1,1,1,1,
FCR,50,9/21/20 12:32,6.3,12,3.06,27.8,,,,,0,0,0,1,1,1,1,
FCR,50,9/21/20 12:33,6.4,12,3.04,27.6,,,,,0,0,0,1,1,1,1,
FCR,50,9/21/20 12:34,6.5,12,2.85,25.7,,,,,0,0,0,1,1,1,1,
FCR,50,9/21/20 12:34,6.6,12,2.62,23.8,,,,,0,0,0,1,1,1,1,
FCR,50,9/21/20 12:34,6.7,12,2.5,22.3,,,,,0,0,0,1,1,1,1,
FCR,50,9/21/20 12:35,6.8,11.9,1.62,14.2,,,,,0,0,0,1,1,1,1,
FCR,50,9/21/20 12:36,6.9,11.9,1.01,9.1,,,,,0,0,0,1,1,1,1,
FCR,50,9/21/20 12:36,7,11.9,0.89,8.1,,,,,0,0,0,1,1,1,1,
CCR,50,9/23/20 13:32,0.1,22.1,8.3,92.5,,,,,0,0,0,1,1,1,1,
CCR,50,9/23/20 13:33,1,21.6,8.42,93,,,,,0,0,0,1,1,1,1,
CCR,50,9/23/20 13:33,2,21.2,8.34,92.5,,,,,0,0,0,1,1,1,1,
CCR,50,9/23/20 13:34,3,21,8.32,91.8,,,,,0,0,0,1,1,1,1,
CCR,50,9/23/20 13:35,4,20.9,8.24,90.3,,,,,0,0,0,1,1,1,1,
CCR,50,9/23/20 13:36,5,20.9,8.17,88,,,,,0,0,0,1,1,1,1,
CCR,50,9/23/20 13:37,6,20.8,7.6,83,,,,,0,0,0,1,1,1,1,
CCR,50,9/23/20 13:37,7,20.3,5.26,58.9,,,,,0,0,0,1,1,1,1,
CCR,50,9/23/20 13:37,8,16,2.29,23,,,,,0,0,0,1,1,1,1,
CCR,50,9/23/20 13:38,9,13.2,3.87,35.3,,,,,0,0,0,1,1,1,1,
CCR,50,9/23/20 13:38,10,11.9,4.47,40.7,,,,,0,0,0,1,1,1,1,
CCR,50,9/23/20 13:39,11,11.6,4.6,41.1,,,,,0,0,0,1,1,1,1,
CCR,50,9/23/20 13:39,12,11.3,4.66,41.5,,,,,0,0,0,1,1,1,1,
CCR,50,9/23/20 13:40,14,11.1,4.55,40.8,,,,,0,0,0,1,1,1,1,
CCR,50,9/23/20 13:40,16,10.9,4.62,40.8,,,,,0,0,0,1,1,1,1,
CCR,50,9/23/20 13:41,18,10.9,3.87,33.3,,,,,0,0,0,1,1,1,1,
CCR,50,9/23/20 13:42,19,10.8,3.26,28.6,,,,,0,0,0,1,1,1,1,
FCR,50,9/30/20 10:08,0.1,17.4,8.48,88.9,,,,,0,0,0,1,1,1,1,
FCR,50,9/30/20 10:10,1.6,17.2,8.23,85.5,,,,,0,0,0,1,1,1,1,
FCR,50,9/30/20 10:12,3.8,17.1,7.89,81.7,,,,,0,0,0,1,1,1,1,
FCR,50,9/30/20 10:13,4,16.2,1.01,10.3,,,,,0,0,0,1,1,1,1,
FCR,50,9/30/20 10:14,3.9,16.9,4.8,98.5,,,,,0,0,0,1,1,1,1,
FCR,50,9/30/20 10:16,5,14.4,0.63,6.5,,,,,0,0,0,1,1,1,1,
FCR,50,9/30/20 10:17,6.2,12.6,1.77,16.4,,,,,0,0,0,1,1,1,1,
FCR,50,9/30/20 10:18,8,12.2,1.91,17.6,,,,,0,0,0,1,1,1,1,
FCR,50,9/30/20 10:20,9,12.1,17.5,1.88,,,,,0,0,0,1,1,1,1,
FCR,100,9/30/20 13:22,0.1,14.4,10.01,97.8,,,,,0,0,0,1,1,1,1,
BVR,50,10/1/20 10:28,0.1,17.7,8.51,90.1,,,,,0,0,0,1,1,1,1,
BVR,50,10/1/20 10:29,1,18,8.4,89.2,,,,,0,0,0,1,1,1,1,
BVR,50,10/1/20 10:30,2,17.9,8.29,87.6,,,,,0,0,0,1,1,1,1,
BVR,50,10/1/20 10:31,3,17.9,8.16,87,,,,,0,0,0,1,1,1,1,
