file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,diagnostic_flags_LI-7700,,,,,,,,,,,,,,,,variances,,,,,,,covariances,,,,custom_variables,,,,,,,,,,,,,,,,,,,,,,,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,ch4_flux,qc_ch4_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,not_ready_LI-7700,no_signal_LI-7700,re_unlocked_LI-7700,bad_temp_LI-7700,laser_temp_unregulated_LI-7700,block_temp_unregulated_LI-7700,motor_spinning_LI-7700,pump_on_LI-7700,top_heater_on_LI-7700,bottom_heater_on_LI-7700,calibrating_LI-7700,motor_failure_LI-7700,bad_aux_tc1_LI-7700,bad_aux_tc2_LI-7700,bad_aux_tc3_LI-7700,box_connected_LI-7700,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,diag_72_mean,int_p_mean,air_p_mean,vin_sf_mean,co2_mean,co2_mean,h2o_mean,h2o_mean,dew_point_mean,cell_t_mean,int_t_1_mean,int_t_2_mean,avg_signal_strength_7200_mean,co2_signal_strength_7200_mean,h2o_signal_strength_7200_mean,delta_signal_strength_7200_mean,flowrate_mean,hit_power_mean,hit_vin_mean,ch4_mean,rssi_77_mean,ch4_aux-1_mean,ch4_aux-2_mean,ch4_aux-3_mean,ch4_aux-4_mean
2023-02-22T220000_AIU-0547.ghg,2023-02-22,22:30,53.9373,0,18000,18000,-0.385599E-01,1,2.09906,2,-0.537361,2,-0.968551,1,-0.120511E-01,2,-0.425777E-03,2,-0.161360E-01,-0.685278,0.211688,-0.153684E-01,-0.818084E-04,0.155729E-09,0.234360E-11,0.752343E-12,18.0241,448.565,451.613,0.800000,1,271.249,6.75056,6.79644,7.90000,0,0.870763E-01,2.01510,2.02879,0.00000,1,285.720,283.975,94867.7,1.16088,1008.99,0.248869E-01,-0.780913E-03,0.488791E-02,640.582,1293.60,0.421053E-02,49.5192,653.021,273.803,0.833021,0.222767,0.177904,0.880454,0.397899E-13,0.864004E-14,0.880454,2.34919,327.458,14.9718,11.6574,-9999,0.182253,0.278118,-242.127,-0.119772E-01,-3.90623,-0.983280E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.380189E-01,1.01423,2.04154,1.01583,-0.491131,1.09413,-0.877086,1.09834,-0.110143E-01,1.09413,-0.993837E-03,1.14914,800000009,800000009,800000009,800000009,800000009,800001009,899999999,899999999,89999,89999,89,89,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12700,0,0,0,18000,18000,18000,18000,0.297407,0.242951,0.158785E-01,0.381798,0.301924E-02,5.34918,0.169458E-06,0.174296E-02,-0.877086E-03,-0.110143E-01,-0.993837E-06,8190.00,95249.6,95249.6,11.4000,448.633,451.683,6.75127,6.79717,0.647549,285.182,285.197,285.178,92.5855,92.7839,92.3870,0.396943,0.00000,-1.00000,0.00000,2.00936,61.7786,1.00012,-273.150,9.00088,-273.150
2023-02-22T223000_AIU-0547.ghg,2023-02-22,23:00,53.9581,0,18000,18000,-0.359673E-01,1,-2.58612,1,1.60097,1,0.461597,1,0.359042E-01,1,-0.481776E-02,2,0.434526E-02,0.300453,-0.452698E-01,0.673811E-02,0.330211E-03,0.315782E-10,0.483692E-12,0.153241E-12,17.9876,447.832,450.925,0.800000,1,275.521,6.85957,6.90695,0.800000,1,0.872896E-01,2.02020,2.03416,0.00000,1,285.703,283.977,94831.3,1.16037,1009.05,0.248967E-01,0.232660E-02,0.496489E-02,650.676,1293.80,0.427870E-02,50.2918,643.124,274.019,0.628078,0.146799,0.162732,0.665217,0.185138E-13,0.175555E-14,0.665217,1.66827,323.618,13.1554,14.1599,-9999,0.176058,0.171569,177.112,0.163738E-01,-1.61534,0.125454E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.355954E-01,1.01045,-2.46949,1.01401,1.45211,1.10251,0.402822,1.10560,0.325658E-01,1.10251,-0.374088E-02,1.17695,800000009,800000009,800000009,800000009,800000009,800000109,899999999,899999999,89999,89999,89,89,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,15400,0,0,0,18000,18000,18000,18000,0.172318,0.160377,0.104415E-01,0.187802,0.106697E-02,2.24031,0.193502E-06,-0.210910E-02,0.402822E-03,0.325658E-01,-0.374088E-05,8190.00,95214.0,95214.0,11.4038,448.151,451.248,6.86443,6.91188,0.873031,285.346,285.360,285.342,92.5904,92.7893,92.3915,0.397779,0.00000,-1.00000,0.00000,2.01436,61.8547,1.00014,-273.150,9.00099,-273.150
2023-02-22T230000_AIU-0547.ghg,2023-02-22,23:30,53.9790,0,18000,18000,-0.365394E-01,1,1.52144,1,-0.534602,1,-1.16762,1,-0.119859E-01,1,-0.120405E-01,1,-0.550885,-0.405915,-0.308335E-01,-0.910072E-02,-0.325045E-03,0.945055E-10,0.141810E-11,0.458246E-12,17.9822,447.334,450.357,0.800000,1,269.832,6.71245,6.75781,0.800000,1,0.871937E-01,2.01518,2.02880,0.00000,1,285.397,283.685,94810.9,1.16138,1008.96,0.248765E-01,-0.776688E-03,0.486237E-02,636.585,1268.89,0.418670E-02,50.1685,632.308,273.716,0.828603,0.332292,0.173216,0.909398,-0.631498E-13,0.525550E-14,0.909398,2.23822,314.747,21.8521,10.9804,-9999,0.177375,0.172950,-307.805,-0.942154E-02,-2.84593,-0.732003E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.360383E-01,1.01391,1.47218,1.01564,-0.488427,1.09454,-1.05753,1.09897,-0.109507E-01,1.09454,-0.117032E-01,1.14894,800000009,800000009,800000009,800000009,800000009,800011109,899999999,899999999,89999,89999,89,89,1,0,1,8,14,3,0,0,0,0,0,0,0,0,0,14100,0,0,0,18000,18000,18000,18000,0.206834,0.121124,0.179425E-01,0.159919,0.136790E-02,1.71819,0.260463E-06,0.125635E-02,-0.105753E-02,-0.109507E-01,-0.117032E-04,8190.00,95190.2,95190.2,11.4100,447.682,450.710,6.71773,6.76317,0.570214,285.063,285.078,285.059,92.5981,92.7974,92.3989,0.398470,0.00000,-1.00000,0.00000,2.00949,61.5885,1.00014,-273.150,9.00100,-273.150
2023-02-22T233000_AIU-0547.ghg,2023-02-23,00:00,54.0000,0,18000,18000,-0.155373,1,245.955,1,6.22057,1,-1.18620,1,0.139571,1,-0.161650E-02,1,1.46405,0.275455,-0.426256E-01,0.618038E-02,-0.346199E-03,-0.268707E-09,-0.409859E-11,-0.130061E-11,17.9012,446.643,449.706,0.800000,1,273.048,6.81266,6.85939,0.100000,0,0.866464E-01,2.00982,2.02361,0.00000,1,286.358,284.463,94789.2,1.15790,1009.03,0.249504E-01,0.904419E-02,0.492033E-02,645.940,1336.24,0.424936E-02,48.3401,690.299,273.918,0.291299,0.150087,0.165463,0.367095,-0.687739E-13,-0.150105E-13,0.367095,3.24788,310.780,27.2590,26.7909,-9999,0.366313,0.311745,-16.7686,-0.172942,39.5390,-0.574683,0,94.0422,-14.2713,32.2816,80.3858,122.593,171.939,257.596,-0.151177,1.02776,240.923,1.02454,5.67556,1.09603,-1.13852,1.09694,0.127342,1.09603,-0.745477E-01,1.16094,800000009,800000009,800000009,800000009,800000009,800110009,899999999,899999999,89999,89999,89,89,10,0,1,6,6,2,0,0,0,0,0,0,0,0,0,13600,0,0,0,18000,18000,18000,18000,0.350852,0.189598,0.830397E-01,1.76198,0.506992E-03,3.68256,0.245279E-06,0.206207,-0.113852E-02,0.127342,-0.745477E-04,8190.00,95173.4,95173.4,11.4100,445.969,449.024,6.80240,6.84899,0.741143,285.206,285.219,285.202,92.5919,92.7912,92.3925,0.398648,0.00000,-1.00000,0.00000,2.00405,61.5993,1.00012,-273.150,9.00093,-273.150
2023-02-23T000000_AIU-0547.ghg,2023-02-23,00:30,54.0208,0,18000,18000,-0.167654,1,271.027,1,-29.9019,1,-1.99775,1,-0.671868,1,0.111380E-01,1,2.79013,1.56896,0.184542,0.352530E-01,-0.786274E-03,-0.341515E-09,-0.561072E-11,-0.162906E-11,17.9263,449.651,452.997,1.40000,0,294.510,7.38727,7.44224,-4.00000,0,0.855100E-01,1.99758,2.01245,0.00000,1,287.888,285.953,94780.9,1.15151,1009.38,0.250833E-01,-0.435371E-01,0.530707E-02,700.360,1474.09,0.460878E-02,47.5115,773.726,275.044,0.401604,0.386223,0.230163,0.602851,-0.522885E-13,-0.190511E-13,0.602851,2.76180,288.761,43.8815,22.4447,-9999,0.381569,0.395471,-17.2000,-0.168605,-9.06385,-0.611107,0,88.6351,-13.4507,30.4256,75.7639,115.545,162.053,242.785,-0.164554,1.01884,265.024,1.01873,-27.3772,1.09222,-1.54930,1.09445,-0.615140,1.09222,-0.678324E-01,1.15271,800000009,800000009,800000009,800000009,800000009,800100009,899999999,899999999,89999,89999,89,89,11,3,0,2,12,3,0,0,0,0,0,0,0,0,0,8400,17998,0,0,18000,18000,18000,18000,0.410848,0.275618,0.104477,2.25283,0.145255E-03,22.8430,0.256579E-06,0.228015,-0.154930E-02,-0.615140,-0.678324E-04,8190.00,95169.1,95169.1,11.4086,448.450,451.779,7.36798,7.42269,1.85041,286.378,286.394,286.374,92.5814,92.7821,92.3808,0.401233,0.00000,-1.00000,0.00000,1.99138,63.4900,1.00015,-273.150,9.00110,-273.150
2023-02-23T003000_AIU-0547.ghg,2023-02-23,01:00,54.0416,0,18000,18000,-0.169549,1,-148.753,1,-49.5464,2,0.297317,2,-1.11671,2,0.174341E-01,1,5.95160,3.07544,0.342306,0.693160E-01,-0.399109E-03,-0.313660E-09,-0.587646E-11,-0.146727E-11,17.9464,455.294,459.211,0.800000,1,336.227,8.52999,8.60338,1.10000,0,0.839514E-01,1.99130,2.00843,0.300000,0,291.343,289.167,94763.9,1.13802,1010.07,0.253697E-01,-0.723625E-01,0.605882E-02,808.552,1814.67,0.532401E-02,44.5564,1006.12,277.070,-0.830245,0.248545,0.232791,0.897370,-0.729301E-14,-0.174776E-13,0.897370,4.57840,174.731,163.334,15.0353,-9999,0.385987,0.411178,32.4438,0.893854E-01,3.00229,0.335267,0,81.1807,-12.3195,27.8667,69.3921,105.827,148.424,222.367,-0.167909,1.00977,-149.359,1.01674,-43.4637,1.13995,0.708497,1.14691,-0.979609,1.13995,0.588028E-01,1.22925,800000009,800000009,800000009,800000009,800000009,811000009,899999999,899999999,89999,89999,89,89,37,22,3,0,0,0,0,0,0,0,0,0,0,0,0,16200,18000,0,0,18000,18000,18000,18000,0.370384,0.318804,0.133168,2.40201,0.113548E-02,601.356,0.403432E-06,-0.129936,0.708497E-03,-0.979609,0.588028E-04,8190.00,95168.4,95168.4,11.3800,452.119,455.983,8.47227,8.54510,3.78302,288.395,288.411,288.391,92.5632,92.7685,92.3580,0.410529,0.00000,-1.00000,0.00000,1.98420,64.3333,1.00012,-282.234,9.00105,-273.150
2023-02-23T010000_AIU-0547.ghg,2023-02-23,01:30,54.0624,0,18000,18000,-0.154206,1,-68.3942,0,-4.89724,2,-1.64630,2,-0.110488,2,-0.130042E-01,2,1.92916,3.28109,0.240575,0.740255E-01,0.351175E-03,0.248380E-09,0.527553E-11,0.115317E-11,18.0365,459.275,463.799,0.800000,1,383.091,9.75487,9.85097,0.800000,1,0.837394E-01,1.99685,2.01652,0.200000,0,292.458,290.212,94755.7,1.13329,1010.77,0.254636E-01,-0.715963E-02,0.690329E-02,924.578,1939.43,0.609135E-02,47.6727,1014.85,278.992,-0.927637,0.274126,0.202523,0.988266,0.141348E-13,0.137710E-13,0.988266,3.87342,171.317,163.537,11.8252,-9999,0.368875,0.320464,61.5983,0.470792E-01,13.9658,0.161862,0,80.7009,-12.2467,27.7020,68.9819,105.202,147.547,221.052,-0.152849,1.00888,-67.8880,1.01460,-4.35740,1.12389,-1.41027,1.13079,-0.983085E-01,1.12389,0.798557E-02,1.19938,800000009,800000009,800000009,800000009,800000009,810000009,899999999,899999999,89999,89999,89,89,42,26,0,4,2,0,1,0,2,0,0,0,0,0,0,16400,602,0,0,18000,18000,18000,18000,0.316119,0.201370,0.123439,0.263027,0.317502E-02,10.8052,0.673383E-07,-0.592649E-01,-0.141027E-02,-0.983085E-01,0.798557E-05,8190.00,95146.8,95146.8,11.3914,458.005,462.505,9.72787,9.82344,5.79577,290.625,290.642,290.621,92.5174,92.7248,92.3100,0.414848,0.00000,-1.00000,0.00000,1.98879,63.9604,1.00010,-273.150,9.00104,-273.150
2023-02-23T013000_AIU-0547.ghg,2023-02-23,02:00,54.0833,0,18000,18000,-0.133035,1,-60.7287,0,5.45779,1,5.28583,1,0.123133,1,-0.269191E-02,1,-0.255924E-01,-0.233818,0.508391,-0.527516E-02,0.670441E-03,-0.216219E-09,-0.446948E-11,-0.991089E-12,18.3676,467.686,472.252,-0.300000,0,379.678,9.66759,9.76196,8.00000,0,0.841921E-01,2.00744,2.02704,0.100000,0,292.411,290.198,94755.0,1.13338,1010.72,0.254626E-01,0.797902E-02,0.684180E-02,916.298,1937.73,0.603665E-02,47.2873,1021.43,278.862,-1.00280,0.198858,0.188753,1.03961,0.982068E-14,-0.117718E-13,1.03961,3.57236,165.573,168.784,10.4607,-9999,0.342606,0.297877,55.5817,0.521755E-01,-11.1270,0.154736,0,80.4418,-12.2074,27.6131,68.7605,104.864,147.073,220.343,-0.131876,1.00879,-59.7330,1.01475,4.84014,1.12761,4.65614,1.13524,0.109198,1.12761,0.144597E-01,1.20279,800000009,800000009,800000009,800000009,800000009,800101109,899999999,899999999,89999,89999,89,89,25,25,4,0,0,7,0,0,0,0,0,0,0,0,0,15600,0,0,0,18000,18000,18000,18000,0.312584,0.175827,0.107343,0.315556,0.127264E-01,4.48618,0.752404E-07,-0.521445E-01,0.465614E-02,0.109198,0.144597E-04,8190.00,95136.7,95136.7,11.4100,466.763,471.311,9.64872,9.74274,5.67661,290.812,290.828,290.808,92.5181,92.7262,92.3101,0.416097,0.00000,-1.00000,0.00000,1.99940,63.2635,1.00010,-287.160,9.00094,-273.150
2023-02-23T020000_AIU-0547.ghg,2023-02-23,02:30,54.1041,0,18000,18000,-0.160989,1,-386.934,1,-74.1820,1,4.87997,2,-1.67142,1,-0.270218E-01,1,-2.53533,-0.474832,0.208608,-0.106986E-01,-0.739681E-03,0.756540E-09,0.152415E-10,0.342871E-11,18.5864,471.123,475.637,2.00000,0,374.448,9.49137,9.58232,-6.60000,0,0.842355E-01,1.99580,2.01493,0.500000,0,290.854,288.831,94736.1,1.13859,1010.59,0.253476E-01,-0.108308,0.674755E-02,899.417,1776.08,0.592622E-02,50.6407,876.659,278.594,-0.248567,0.175781,0.224121,0.378040,-0.648648E-13,0.407039E-13,0.378040,3.60755,181.040,144.733,36.3594,-9999,0.376022,0.314984,11.5307,0.251503,5.21601,0.894290,0,74.8335,-11.3563,25.6879,63.9665,97.5530,136.819,204.980,-0.158512,1.01563,-382.125,1.02591,-62.6022,1.18497,4.77644,1.18729,-1.41051,1.18497,0.804816E-01,1.33293,800000009,800000009,800000009,800000009,800000009,810001009,899999999,899999999,89999,89999,89,89,29,2,1,0,5,1,0,0,0,0,0,0,0,0,0,9112,0,0,0,18000,18000,18000,18000,0.246851,0.228209,0.154908,2.19634,0.669561E-03,53.8213,0.163635E-06,-0.332094,0.477644E-02,-1.41051,0.804816E-04,8190.00,95109.3,95109.3,11.4029,471.827,476.354,9.50421,9.59546,5.45228,290.424,290.440,290.419,92.5268,92.7338,92.3198,0.413960,0.00000,-1.00000,0.00000,1.98792,62.8577,1.00012,-273.150,9.00114,-273.150
2023-02-23T023000_AIU-0547.ghg,2023-02-23,03:00,54.1249,0,18000,18000,-0.173149,1,235.717,1,108.499,1,3.91196,1,2.43961,1,-0.200044E-01,2,-3.98271,-2.83560,-0.239576,-0.637587E-01,-0.408445E-03,-0.761263E-09,-0.137662E-10,-0.347863E-11,18.5637,467.204,471.185,0.800000,1,335.694,8.44863,8.52062,0.00000,0,0.848277E-01,1.98942,2.00638,0.00000,1,288.658,286.697,94708.9,1.14719,1009.97,0.251676E-01,0.158087,0.604921E-02,800.375,1547.48,0.527307E-02,51.7212,747.105,276.925,0.470614,0.226037,0.227461,0.569481,-0.483390E-13,-0.410082E-13,0.569481,3.33039,310.721,25.6551,23.5418,-9999,0.388501,0.357449,-20.8668,-0.138977,2.17253,-0.523663,0,96.8681,-14.7001,33.2517,82.8014,126.277,177.106,265.337,-0.169807,1.01968,237.884,1.01927,99.3279,1.09233,2.52263,1.09434,2.23340,1.09233,-0.943307E-01,1.15344,800000009,800000009,800000009,800000009,810100019,810100019,899999999,899999999,89999,89999,89,89,13,10,3,0,0,0,0,0,0,0,0,0,0,0,0,6388,0,0,0,18000,18000,18000,18000,0.431060,0.197099,0.867401E-01,1.70385,0.542234E-03,164.567,0.962579E-06,0.205314,0.252263E-02,2.23340,-0.943307E-04,8190.00,95074.8,95074.8,11.4005,468.594,472.599,8.47440,8.54695,3.79939,288.680,288.695,288.676,92.5683,92.7755,92.3611,0.414369,0.00000,-1.00000,0.00000,1.98234,62.1932,1.00014,-273.150,9.00114,-273.150
2023-02-23T030000_AIU-0547.ghg,2023-02-23,03:30,54.1458,0,18000,18000,-0.330858E-01,1,-2.94852,2,2.66718,2,-0.258756,2,0.598815E-01,2,-0.321747E-02,2,-2.94642,-2.63734,-0.299407,-0.592115E-01,0.989191E-03,0.150291E-09,0.243335E-11,0.700784E-12,18.4731,462.335,465.822,0.800000,1,299.097,7.48565,7.54211,5.50000,0,0.861372E-01,2.00479,2.01991,0.00000,1,287.059,285.127,94717.6,1.15403,1009.41,0.250275E-01,0.388032E-02,0.538973E-02,709.213,1396.20,0.467033E-02,50.7959,686.988,275.220,0.621905,0.901813E-01,0.160392,0.648555,0.231933E-14,0.813567E-14,0.648555,1.68346,325.028,8.25085,14.3182,-9999,0.169321,0.182116,138.085,0.210016E-01,-1.10548,0.149487E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.327392E-01,1.01059,-2.76920,1.01427,2.41591,1.10400,-0.257855,1.10701,0.542403E-01,1.10400,-0.223384E-02,1.18003,800000009,800000009,800000009,800000009,800000009,800001009,899999999,899999999,89999,89999,89,89,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,12800,0,0,0,18000,18000,18000,18000,0.171562,0.181159,0.115111E-01,0.629532,0.299481E-02,38.6963,0.463902E-06,-0.237721E-02,-0.257855E-03,0.542403E-01,-0.223384E-05,8190.00,95087.6,95087.6,11.4100,463.374,466.878,7.50335,7.56011,2.09187,286.903,286.917,286.899,92.6016,92.8072,92.3960,0.411224,0.00000,-1.00000,0.00000,1.99847,61.3793,1.00016,-273.150,9.00112,-273.150
2023-02-23T033000_AIU-0547.ghg,2023-02-23,04:00,54.1666,0,18000,18000,-0.177352E-01,1,-9.59043,1,0.182159,2,-0.443974E-01,2,0.408598E-02,2,0.822835E-02,1,-1.79415,-1.51655,-0.126986,-0.340174E-01,0.586775E-03,-0.408563E-10,-0.615523E-12,-0.192450E-12,18.4545,460.277,463.491,0.800000,1,278.028,6.93432,6.98275,8.30000,0,0.869282E-01,2.01387,2.02794,0.100000,0,285.979,284.174,94728.1,1.15827,1009.09,0.249411E-01,0.264771E-03,0.501006E-02,657.052,1310.88,0.432545E-02,50.1231,653.824,274.155,0.863721,0.251569,0.187102,0.918862,-0.818732E-14,-0.221389E-14,0.918862,1.67662,318.672,16.2388,11.7489,-9999,0.123741,0.985604E-01,16.5691,0.175024,-52.6485,0.663107E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.175410E-01,1.01107,-9.40975,1.02045,0.155061,1.17476,-0.390559E-01,1.18403,0.347814E-02,1.17476,0.946454E-02,1.28340,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13600,0,0,0,18000,18000,18000,18000,0.936002E-01,0.939740E-01,0.954671E-02,0.184714,0.200912E-02,24.3776,0.391829E-06,-0.805075E-02,-0.390559E-04,0.347814E-02,0.946454E-05,8190.00,95099.4,95099.4,11.3986,460.979,464.203,6.94618,6.99479,1.01825,285.744,285.759,285.740,92.5838,92.7854,92.3822,0.403187,0.00000,-1.00000,0.00000,2.00801,60.6939,1.00016,-273.150,9.00113,-273.150
2023-02-23T040000_AIU-0547.ghg,2023-02-23,04:30,54.1874,0,18000,18000,-0.239271E-01,1,-0.325791,2,1.50470,2,-0.350481,1,0.337365E-01,2,0.364563E-02,1,-0.875304,-0.683040,-0.207482,-0.153143E-01,-0.229608E-03,0.144945E-10,0.212114E-12,0.686785E-13,18.3552,456.921,459.996,0.800000,1,268.610,6.68660,6.73161,0.00000,0,0.869710E-01,2.01033,2.02386,0.00000,1,285.464,283.710,94755.2,1.16061,1008.95,0.248933E-01,0.218613E-02,0.484036E-02,633.760,1271.01,0.417054E-02,49.8625,637.254,273.655,0.811348,0.103978,0.159104,0.833314,-0.186668E-13,0.789671E-15,0.833314,1.85943,329.691,7.30293,11.0070,-9999,0.143583,0.165530,762.140,0.380507E-02,-0.216516,0.193769E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.237076E-01,1.00926,-0.240975,1.01287,1.36805,1.09988,-0.331389,1.10412,0.306729E-01,1.09988,0.337049E-02,1.16698,800000009,800000009,800000009,800000009,800000009,800100009,899999999,899999999,89999,89999,89,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12700,0,0,0,18000,18000,18000,18000,0.143991,0.176156,0.109128E-01,0.321245,0.918357E-03,8.16499,0.422926E-06,-0.205787E-03,-0.331389E-03,0.306729E-01,0.337049E-05,8190.00,95131.4,95131.4,11.3800,457.377,460.459,6.69330,6.73841,0.510510,285.141,285.156,285.137,92.5893,92.7897,92.3888,0.400826,0.00000,-1.00000,0.00000,2.00466,59.9634,1.00014,-273.150,9.00107,-273.150
2023-02-23T043000_AIU-0547.ghg,2023-02-23,05:00,54.2083,0,18000,18000,-0.959403E-01,1,14.8218,1,-0.388829,1,-1.68655,1,-0.871899E-02,1,0.319762E-02,2,0.255538,-0.932090E-01,-0.112950,-0.209009E-02,-0.479400E-03,-0.417818E-10,-0.610788E-12,-0.198024E-12,18.2714,455.093,458.140,0.800000,1,267.101,6.65277,6.69733,8.20000,0,0.865972E-01,2.00292,2.01633,0.00000,1,285.660,283.846,94747.0,1.15997,1008.93,0.249073E-01,-0.564990E-03,0.481316E-02,630.499,1282.55,0.414938E-02,49.1600,652.047,273.583,0.742114,0.211166,0.179627,0.792206,0.357341E-13,-0.228673E-14,0.792206,2.41079,324.495,15.8835,13.1054,-9999,0.287592,0.409132,-134.608,-0.215441E-01,-38.1192,-0.440369E-01,0,130.426,-19.7927,44.7712,111.487,170.024,238.461,357.258,-0.944894E-01,1.01536,14.5907,1.01652,-0.355715,1.09309,-1.53500,1.09663,-0.797645E-02,1.09309,-0.139524E-02,1.14991,800000009,800000009,800000009,800000009,800000009,800000109,899999999,899999999,89999,89999,89,89,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10300,0,0,0,18000,18000,18000,18000,0.459790,0.335877,0.225958E-01,0.447489,0.621187E-02,2.45990,0.368304E-06,0.124671E-01,-0.153500E-02,-0.797645E-02,-0.139524E-05,8190.00,95128.6,95128.6,11.3943,455.116,458.164,6.65282,6.69738,0.426900,285.024,285.039,285.020,92.5779,92.7766,92.3793,0.397312,0.00000,-1.00000,0.00000,1.99730,59.4900,1.00017,-273.150,9.00114,-273.150
2023-02-23T050000_AIU-0547.ghg,2023-02-23,05:30,54.2291,0,18000,18000,-0.911424E-01,1,-2.88688,1,0.385856,2,-0.930827,2,0.865510E-02,2,0.490163E-02,1,0.630435,0.523944,-0.401525,0.117525E-01,-0.309675E-03,0.185365E-10,0.282775E-12,0.888764E-13,17.9887,448.586,451.677,-1.70000,0,274.419,6.84322,6.89037,0.800000,1,0.862501E-01,1.99812,2.01189,0.00000,0,286.029,284.181,94745.5,1.15850,1009.04,0.249371E-01,0.560850E-03,0.494503E-02,648.538,1311.43,0.426847E-02,49.4529,662.888,273.974,0.867195,0.230593,0.190223,0.917270,0.209253E-13,0.103045E-14,0.917270,3.38998,319.925,14.8907,11.9688,-9999,0.280487,0.450917,641.149,0.452313E-02,-7.48176,0.880463E-02,0,126.718,-19.2300,43.4983,108.317,165.190,231.681,347.101,-0.903457E-01,1.00882,-2.83589,1.01275,0.350001,1.10244,-0.840512,1.10745,0.785085E-02,1.10244,0.533744E-02,1.16819,800000009,800000009,800000009,800000009,800000009,801000009,899999999,899999999,89999,89999,89,89,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,14100,0,0,0,18000,18000,18000,18000,0.418239,0.460494,0.231000E-01,0.196098,0.329768E-02,2.88333,0.872947E-07,-0.242596E-02,-0.840512E-03,0.785085E-02,0.533744E-05,8190.00,95128.4,95128.4,11.4000,448.626,451.717,6.84383,6.89099,0.818494,285.376,285.392,285.372,92.5816,92.7814,92.3818,0.399527,0.00000,-1.00000,0.00000,1.99238,59.3301,1.00012,-273.150,9.00092,-273.150
