file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,diagnostic_flags_LI-7700,,,,,,,,,,,,,,,,variances,,,,,,,covariances,,,,custom_variables,,,,,,,,,,,,,,,,,,,,,,,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,ch4_flux,qc_ch4_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,not_ready_LI-7700,no_signal_LI-7700,re_unlocked_LI-7700,bad_temp_LI-7700,laser_temp_unregulated_LI-7700,block_temp_unregulated_LI-7700,motor_spinning_LI-7700,pump_on_LI-7700,top_heater_on_LI-7700,bottom_heater_on_LI-7700,calibrating_LI-7700,motor_failure_LI-7700,bad_aux_tc1_LI-7700,bad_aux_tc2_LI-7700,bad_aux_tc3_LI-7700,box_connected_LI-7700,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,diag_72_mean,int_p_mean,air_p_mean,vin_sf_mean,co2_mean,co2_mean,h2o_mean,h2o_mean,dew_point_mean,cell_t_mean,int_t_1_mean,int_t_2_mean,avg_signal_strength_7200_mean,co2_signal_strength_7200_mean,h2o_signal_strength_7200_mean,delta_signal_strength_7200_mean,flowrate_mean,hit_power_mean,hit_vin_mean,ch4_mean,rssi_77_mean,ch4_aux-1_mean,ch4_aux-2_mean,ch4_aux-3_mean,ch4_aux-4_mean
2023-02-16T090000_AIU-0547.ghg,2023-02-16,09:30,47.3957,1,18000,18000,-0.136540,1,-12.6945,0,15.3969,1,3.74367,1,0.345967,1,-0.297978E-02,2,3.96732,2.61562,0.417146,0.587727E-01,-0.122471E-02,0.171941E-10,0.244119E-12,0.769402E-13,19.5811,488.384,491.794,0.800000,1,278.008,6.93398,6.98240,-4.40000,0,0.876213E-01,2.04602,2.06031,0.00000,1,287.818,285.992,95332.2,1.15825,1009.13,0.249416E-01,0.224187E-01,0.500971E-02,661.209,1477.87,0.432524E-02,44.7406,816.663,274.242,-0.583310,0.480812,0.156911,0.772043,0.708716E-15,0.878100E-15,0.772043,4.99767,195.398,140.502,11.7266,-9999,0.343343,0.450733,268.632,0.107954E-01,-0.824482,0.316328E-01,0,79.2348,-12.0242,27.1987,67.7287,103.291,144.866,217.036,-0.135236,1.00964,-11.7148,1.01337,13.9729,1.10191,3.23670,1.10578,0.313970,1.10191,0.102620E-03,1.17243,800000009,800000009,800000009,800000009,800000009,810101009,899999999,899999999,89999,89999,89,89,48,6,7,7,0,11,0,0,3,0,0,0,0,0,0,17900,0,0,0,18000,18000,18000,18000,0.306046,0.483461,0.111958,0.369642E-01,0.150901E-02,32.5077,0.150561E-07,-0.100227E-01,0.323670E-02,0.313970,0.102620E-06,8190.00,95725.5,95725.5,11.4300,487.541,490.940,6.92268,6.97097,1.06182,286.697,286.713,286.692,92.7325,92.9265,92.5385,0.388064,0.00000,-1.00000,0.00000,2.04005,77.0227,1.00015,-273.150,9.00112,-273.150
2023-02-16T093000_AIU-0547.ghg,2023-02-16,10:00,47.4166,1,18000,18000,-0.164504,1,-10.6168,1,-6.28858,1,2.76879,1,-0.141340,1,0.461889E-02,1,0.497739,0.823008,-0.283052,0.184976E-01,0.677898E-04,0.941019E-10,0.140707E-11,0.425038E-12,19.3834,483.793,487.318,0.800000,1,289.833,7.23399,7.28671,4.10000,0,0.875505E-01,2.04707,2.06199,0.700000,0,288.061,286.257,95353.2,1.15730,1009.30,0.249592E-01,-0.915881E-02,0.522279E-02,689.970,1503.66,0.451289E-02,45.8859,813.695,274.835,-1.01098,0.448258,0.131982,1.11375,-0.100309E-12,0.485477E-14,1.11375,4.05590,179.151,156.088,6.80571,-9999,0.377020,0.481306,425.385,0.681735E-02,1.68826,0.241079E-01,0,81.5018,-12.3682,27.9769,69.6665,106.246,149.011,223.246,-0.163185,1.00808,-10.8506,1.01257,-5.67253,1.10860,2.54252,1.11553,-0.127494,1.10860,0.772643E-02,1.17041,800000009,800000009,800000009,800000009,800000009,800010009,899999999,899999999,89999,89999,89,89,8,4,0,48,4,0,1,0,0,0,0,0,0,0,0,18000,0,0,0,18000,18000,18000,18000,0.427296,0.409510,0.125805,0.273779E-01,0.354144E-02,8.33019,0.162372E-07,-0.928939E-02,0.254252E-02,-0.127494,0.772643E-05,8190.00,95738.3,95738.3,11.4300,484.026,487.555,7.23726,7.29003,1.68487,287.571,287.588,287.567,92.7487,92.9451,92.5523,0.392752,0.00000,-1.00000,0.00000,2.04084,77.0560,1.00012,-273.150,9.00101,-273.150
2023-02-16T100000_AIU-0547.ghg,2023-02-16,10:30,47.4374,1,18000,18000,-0.181509,1,11.0566,2,6.21690,2,-6.81320,2,0.139797,2,-0.218847E-03,2,0.957173,0.888267,-0.359057,0.199741E-01,0.542188E-04,0.780654E-10,0.123454E-11,0.356828E-12,19.1145,477.959,481.599,0.800000,1,302.280,7.55855,7.61612,0.800000,1,0.873700E-01,2.04791,2.06351,-0.200000,0,288.554,286.766,95347.6,1.15504,1009.49,0.250051E-01,0.905885E-02,0.544709E-02,720.883,1554.47,0.471594E-02,46.3748,833.587,275.449,-1.33440,0.365043,0.124778,1.38904,0.718616E-13,0.408410E-14,1.38904,4.39535,168.465,164.700,5.15382,-9999,0.396415,0.422975,-474.809,-0.610771E-02,1.77847,-0.239207E-01,0,86.1911,-13.0798,29.5866,73.6749,112.359,157.585,236.091,-0.179614,1.01055,11.2720,1.01380,5.62869,1.10450,-6.18305,1.11289,0.126570,1.10450,-0.391313E-02,1.14798,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,11,17,4,17,2,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,18000,18000,18000,18000,0.527259,0.197761,0.120929,0.886976E-01,0.404174E-01,33.6010,0.253542E-07,0.966728E-02,-0.618305E-02,0.126570,-0.391313E-05,8190.00,95734.7,95734.7,11.4229,478.151,481.794,7.56166,7.61930,2.29625,288.068,288.085,288.064,92.7434,92.9407,92.5462,0.394448,0.00000,-1.00000,0.00000,2.04141,77.1279,1.00011,-273.150,9.00089,-273.150
2023-02-16T103000_AIU-0547.ghg,2023-02-16,11:00,47.4582,1,18000,18000,-0.284161,1,3.44552,2,-37.7685,1,10.7541,2,-0.850785,1,0.520755E-02,2,3.42610,3.21486,-1.37343,0.724190E-01,-0.718764E-04,-0.336375E-10,-0.645694E-12,-0.160918E-12,18.0909,455.488,459.506,0.800000,1,347.267,8.74339,8.82052,7.90000,0,0.865450E-01,2.04679,2.06484,0.900000,0,290.157,288.602,95300.0,1.14660,1010.18,0.251777E-01,-0.551309E-01,0.625775E-02,833.469,1750.27,0.545765E-02,47.6195,916.798,277.502,-1.81866,0.443358,0.903500E-01,1.87410,-0.116523E-13,-0.185936E-14,1.87410,5.91711,166.194,166.300,2.76328,-9999,0.497824,0.706744,-3017.23,-0.961145E-03,-0.912275E-01,-0.597543E-02,0,88.7956,-13.4751,30.4806,75.9011,115.754,162.347,243.225,-0.281618,1.00903,1.35448,1.01331,-33.7764,1.11819,9.83730,1.13075,-0.760859,1.11819,0.610257E-02,1.14952,800000009,800000009,800000009,800000009,800000009,800001009,899999999,899999999,89999,89999,89,89,12,18,2,0,0,0,0,0,0,0,0,0,0,0,0,17900,0,0,0,18000,18000,18000,18000,0.994863,0.241588,0.177035,0.267181,0.585122E-01,417.313,0.749640E-07,0.116940E-02,0.983730E-02,-0.760859,0.610257E-05,8190.00,95700.0,95700.0,11.4209,455.036,459.043,8.73244,8.80966,4.30634,289.551,289.573,289.545,92.6889,92.8874,92.4904,0.396993,0.00000,-1.00000,0.00000,2.03931,77.4428,1.00014,-273.150,9.00114,-273.150
2023-02-16T110000_AIU-0547.ghg,2023-02-16,11:30,47.4790,1,18000,18000,-0.336777,0,9.24577,0,-3.07442,2,1.49196,1,-0.693195E-01,2,0.425721E-02,1,1.78710,2.01759,-0.433006,0.454909E-01,-0.523824E-03,-0.801733E-10,-0.169696E-11,-0.387652E-12,17.7429,448.378,452.674,3.20000,0,375.549,9.49042,9.58135,4.30000,0,0.857902E-01,2.03857,2.05811,0.900000,0,291.343,289.563,95265.4,1.14206,1010.61,0.252708E-01,-0.449191E-02,0.676740E-02,904.351,1861.14,0.592562E-02,48.5912,956.789,278.673,-1.95155,0.277925,0.138968,1.97613,-0.132546E-13,-0.451860E-14,1.97613,7.22085,162.146,171.895,4.03257,-9999,0.543034,1.04341,-1459.24,-0.198734E-02,-3.00732,-0.147518E-01,0,82.5456,-12.5266,28.3352,70.5587,107.607,150.920,226.105,-0.333830,1.00883,8.98432,1.01330,-2.74175,1.12133,1.34214,1.13477,-0.618188E-01,1.12133,0.136667E-02,1.15002,800000009,800000009,800000009,800000009,800000009,800100109,899999999,899999999,89999,89999,89,89,14,27,7,18,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,18000,18000,18000,18000,1.27677,0.557228,0.252817,0.965887E-01,0.734973E-02,10.2983,0.332666E-07,0.778419E-02,0.134214E-02,-0.618188E-01,0.136667E-05,8190.00,95648.6,95648.6,11.4400,448.580,452.880,9.49453,9.58555,5.52166,290.876,290.898,290.871,92.6563,92.8541,92.4585,0.395640,0.00000,-1.00000,0.00000,2.03051,77.6637,1.00013,-273.150,9.00115,-273.150
2023-02-16T113000_AIU-0547.ghg,2023-02-16,12:00,47.4999,1,18000,18000,-0.320061,0,0.400944,2,-7.74813,1,0.279888,0,-0.174749,1,0.152708E-02,0,0.555325,0.598643,-0.390059,0.135016E-01,0.145273E-03,-0.155731E-10,-0.342230E-12,-0.764752E-13,17.4633,441.963,446.297,0.200000,0,383.770,9.71246,9.80772,1.10000,0,0.857578E-01,2.04086,2.06087,0.300000,0,291.746,289.862,95223.4,1.14028,1010.74,0.253080E-01,-0.113237E-01,0.691554E-02,925.102,1896.88,0.606477E-02,48.7697,971.775,279.000,-2.47418,0.200295E-01,0.103716,2.47643,0.253075E-13,-0.891757E-15,2.47643,7.99735,152.337,179.536,2.40031,-9999,0.529798,1.08173,-31240.4,-0.928284E-04,-0.517472E-01,-0.656633E-03,0,83.6614,-12.6959,28.7182,71.5125,109.061,152.960,229.161,-0.317954,1.00663,-0.151306E-01,1.01284,-6.72350,1.15239,0.302719,1.17328,-0.151640,1.15239,0.172899E-02,1.17408,800000009,800000009,800000009,800000009,800010009,800010019,899999999,899999999,89999,89999,89,89,21,22,7,44,4,18,0,0,0,0,0,0,0,0,0,18000,0,0,0,18000,18000,18000,18000,1.36881,0.561948,0.232700,0.148164E-01,0.159354E-02,99.5510,0.541621E-08,-0.131282E-04,0.302719E-03,-0.151640,0.172899E-05,8190.00,95608.1,95608.1,11.4324,442.221,446.561,9.71809,9.81353,5.84752,291.223,291.244,291.218,92.6433,92.8406,92.4460,0.394558,0.00000,-1.00000,0.00000,2.03260,77.7545,1.00013,-273.150,9.00118,-273.150
2023-02-16T120000_AIU-0547.ghg,2023-02-16,12:30,47.5207,1,18000,18000,-0.391795,0,14.5362,0,-16.5615,1,0.595742,0,-0.373760,1,0.268831E-03,0,1.22010,3.29462,-0.291201E-01,0.743530E-01,0.186827E-03,-0.638864E-10,-0.158294E-11,-0.314310E-12,17.3939,441.482,446.365,2.30000,0,430.975,10.9388,11.0598,4.70000,0,0.855749E-01,2.04380,2.06640,-0.300000,0,292.309,290.521,95163.5,1.13645,1011.43,0.253815E-01,-0.242196E-01,0.776617E-02,1041.25,1977.73,0.683371E-02,52.6488,936.481,280.720,-2.56746,0.129963,0.120340,2.57356,0.110970E-14,-0.367293E-14,2.57356,7.71397,155.298,177.102,2.68014,-9999,0.587157,1.24406,-1172.68,-0.247297E-02,-0.877712,-0.215383E-01,0,84.9180,-12.8866,29.1496,72.5866,110.699,155.257,232.604,-0.388641,1.00811,13.4980,1.01360,-14.5171,1.14083,0.658059,1.15931,-0.327622,1.14083,-0.307587E-02,1.15384,800000009,800000009,800000009,800000009,800000009,800000109,899999999,899999999,89999,89999,89,89,7,13,1,18,27,0,0,0,0,0,0,0,0,0,0,17900,0,0,0,18000,18000,18000,18000,1.59574,0.617012,0.275357,0.773748E-01,0.462298E-03,309.439,0.102328E-07,0.117431E-01,0.658059E-03,-0.327622,-0.307587E-05,8190.00,95553.1,95553.1,11.4200,441.573,446.458,10.9402,11.0614,7.55532,291.790,291.815,291.783,92.6429,92.8425,92.4433,0.399193,0.00000,-1.00000,0.00000,2.03450,77.5977,1.00011,-273.150,9.00108,-273.150
2023-02-16T123000_AIU-0547.ghg,2023-02-16,13:00,47.5415,1,18000,18000,-0.379515,0,7.29576,1,-20.4448,1,0.388525,0,-0.461570,1,-0.813152E-02,1,0.715908,1.53540,-0.453709E-01,0.346639E-01,0.315658E-03,0.868612E-10,0.226872E-11,0.428942E-12,17.3359,440.733,445.865,0.200000,0,452.795,11.5115,11.6455,7.10000,0,0.856092E-01,2.04878,2.07264,-0.200000,0,292.739,290.908,95134.5,1.13434,1011.76,0.254231E-01,-0.299097E-01,0.815937E-02,1095.43,2026.65,0.719303E-02,54.0514,931.217,281.465,-2.46381,0.133675,0.100798,2.46949,-0.331951E-13,0.501047E-14,2.46949,7.24566,155.876,176.894,2.33932,-9999,0.578418,1.17072,-2233.45,-0.129844E-02,-0.356852,-0.109902E-01,0,84.3710,-12.8036,28.9618,72.1190,109.986,154.257,231.105,-0.376431,1.00819,6.11627,1.01351,-17.9761,1.13733,0.507634,1.15495,-0.405837,1.13733,-0.842288E-02,1.15309,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,14,11,4,26,9,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,18000,18000,18000,18000,1.46955,0.600329,0.271574,0.435688E-01,0.101296E-03,83.4208,0.352164E-07,0.532923E-02,0.507634E-03,-0.405837,-0.842288E-05,8190.00,95518.8,95518.8,11.4000,440.973,446.111,11.5170,11.6513,8.31328,292.262,292.283,292.257,92.6445,92.8453,92.4436,0.401721,0.00000,-1.00000,0.00000,2.03899,77.5201,1.00010,-301.049,9.00092,-273.150
2023-02-16T130000_AIU-0547.ghg,2023-02-16,13:30,47.5624,1,18000,18000,-0.369215,0,15.4869,0,-8.45556,0,0.340872,1,-0.191058,0,0.486123E-03,0,1.62092,2.68069,0.470077E-01,0.605717E-01,0.488708E-03,0.563564E-11,0.159755E-12,0.278600E-13,17.3050,441.512,447.108,0.00000,0,490.550,12.5157,12.6743,2.70000,0,0.855481E-01,2.05652,2.08258,-0.300000,0,293.553,291.788,95083.7,1.12989,1012.34,0.255136E-01,-0.123806E-01,0.883971E-02,1190.36,2141.72,0.782352E-02,55.5794,951.367,282.696,-2.57499,0.990914E-01,0.115630,2.57949,-0.220535E-13,0.325665E-15,2.57949,7.48748,154.077,177.796,2.56925,-9999,0.571639,1.16738,-1015.40,-0.285602E-02,-1.83157,-0.236855E-01,0,85.8426,-13.0269,29.4670,73.3770,111.905,156.948,235.136,-0.366245,1.00811,14.8811,1.01361,-7.41048,1.14103,0.293966,1.15956,-0.167444,1.14103,-0.367530E-02,1.15388,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,26,20,3,22,2,3,0,0,0,0,0,0,0,0,0,18000,0,0,0,18000,18000,18000,18000,1.47044,0.610307,0.254023,0.707913E-01,0.752608E-03,92.2288,0.622222E-07,0.130099E-01,0.293966E-03,-0.167444,-0.367530E-05,8190.00,95470.6,95470.6,11.3919,441.484,447.079,12.5142,12.6729,9.53525,292.976,293.002,292.970,92.6394,92.8428,92.4361,0.406734,0.00000,-1.00000,0.00000,2.04585,77.5554,1.00010,-273.150,9.00100,-273.150
2023-02-16T133000_AIU-0547.ghg,2023-02-16,14:00,47.5832,1,18000,18000,-0.404766,0,27.3843,0,-14.8381,1,0.412224,0,-0.335541,1,0.150249E-02,0,1.50685,2.68266,-0.326886E-01,0.606643E-01,-0.456711E-03,0.554405E-10,0.170039E-11,0.273179E-12,17.2277,440.969,447.014,0.800000,1,528.383,13.5247,13.7101,3.20000,0,0.848885E-01,2.04926,2.07736,-0.200000,0,294.226,292.608,95042.3,1.12580,1012.92,0.255964E-01,-0.217430E-01,0.952146E-02,1285.77,2254.15,0.845751E-02,57.0401,968.379,283.848,-2.33406,0.229946,0.122041,2.34853,-0.934951E-14,0.321809E-14,2.34853,7.38696,157.935,174.373,2.97870,-9999,0.599613,1.18087,-662.670,-0.437624E-02,-1.84554,-0.400493E-01,0,86.0541,-13.0590,29.5396,73.5577,112.180,157.334,235.715,-0.401431,1.00831,26.3242,1.01342,-13.0927,1.13331,0.486210,1.14992,-0.296072,1.13331,-0.589288E-02,1.15226,800000009,800000009,800000009,800000009,800000009,800000109,899999999,899999999,89999,89999,89,89,18,25,4,13,3,0,0,0,0,0,0,0,0,0,0,17700,0,0,0,18000,18000,18000,18000,1.51445,0.569508,0.277780,0.685504E-01,0.336953E-03,238.604,0.337105E-07,0.230845E-01,0.486210E-03,-0.296072,-0.589288E-05,8190.00,95431.0,95431.0,11.4300,441.102,447.151,13.5277,13.7134,10.6899,293.914,293.937,293.908,92.6125,92.8163,92.4087,0.407635,0.00000,-1.00000,0.00000,2.03781,77.4494,1.00008,-299.192,9.00081,-273.150
2023-02-16T140000_AIU-0547.ghg,2023-02-16,14:30,47.6040,1,18000,18000,-0.287211,0,28.9020,0,-16.7450,0,0.617989,0,-0.378786,0,-0.291111E-03,0,0.616934,0.595468,-0.245093E-01,0.134700E-01,0.646328E-04,-0.471090E-10,-0.147018E-11,-0.232381E-12,17.1892,440.560,446.702,0.800000,1,536.444,13.7491,13.9407,4.70000,0,0.847916E-01,2.05029,2.07887,-0.300000,0,294.402,292.944,95026.8,1.12423,1013.05,0.256300E-01,-0.245453E-01,0.966671E-02,1306.88,2301.70,0.859853E-02,56.7788,994.823,284.093,-2.15922,-0.623360E-01,0.132904,2.16420,-0.176512E-13,-0.274061E-14,2.16420,7.37857,151.101,181.654,3.52077,-9999,0.505444,0.966018,-376.049,-0.771175E-02,-1.72601,-0.502076E-01,0,84.9851,-12.8968,29.1726,72.6440,110.787,155.380,232.787,-0.284782,1.00853,27.7223,1.01333,-14.8541,1.12730,0.681569,1.14234,-0.336013,1.12730,-0.788962E-02,1.15108,800000009,800000009,800000009,800000009,800000009,800000109,899999999,899999999,89999,89999,89,89,8,15,4,6,0,0,0,0,0,0,0,0,0,0,0,17000,0,0,0,18000,18000,18000,18000,1.17037,0.558016,0.203646,0.742129E-01,0.205952E-03,448.356,0.215192E-07,0.243414E-01,0.681569E-03,-0.336013,-0.788962E-05,8190.00,95411.5,95411.5,11.4262,440.915,447.067,13.7593,13.9516,10.9374,294.387,294.406,294.382,92.6024,92.8065,92.3984,0.408155,0.00000,-1.00000,0.00000,2.03865,77.2566,1.00007,-273.150,9.00080,-273.150
2023-02-16T143000_AIU-0547.ghg,2023-02-16,15:00,47.6248,1,18000,18000,-0.299639,0,41.2787,0,-4.24618,1,0.444419,0,-0.961099E-01,1,0.296028E-02,0,1.14083,1.28020,-0.238585E-01,0.289767E-01,0.325550E-03,0.714963E-10,0.231186E-11,0.353654E-12,17.1325,440.162,446.517,0.700000,0,553.987,14.2328,14.4383,2.60000,0,0.847454E-01,2.05548,2.08516,-0.300000,0,294.656,293.568,95000.6,1.12133,1013.33,0.256916E-01,-0.622792E-02,0.998285E-02,1352.49,2392.18,0.890271E-02,56.5381,1039.69,284.611,-2.36767,-0.258849,0.107769,2.38421,0.128512E-13,0.417314E-14,2.38421,7.70656,146.277,186.239,2.59072,-9999,0.516931,1.20789,-281.632,-0.102971E-01,-9.72138,-0.702762E-01,0,84.1389,-12.7684,28.8822,71.9207,109.684,153.833,230.469,-0.297181,1.00827,40.6833,1.01345,-3.74281,1.13449,0.421955,1.15140,-0.847164E-01,1.13449,-0.937756E-02,1.15250,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,25,31,3,12,12,0,0,0,0,0,0,0,0,0,0,16600,0,0,0,18000,18000,18000,18000,1.44524,0.752124,0.218404,0.122288,0.353182E-03,77.4384,0.357697E-07,0.358040E-01,0.421955E-03,-0.847164E-01,-0.937756E-05,8190.00,95375.6,95375.6,11.4200,440.744,447.117,14.2516,14.4577,11.4709,295.135,295.155,295.130,92.5892,92.7937,92.3846,0.409195,0.00000,-1.00000,0.00000,2.04342,77.2003,1.00006,-273.150,9.00076,-273.150
2023-02-16T150000_AIU-0547.ghg,2023-02-16,15:30,47.6457,1,18000,18000,-0.361609,1,14.8060,1,13.6203,1,0.723539,1,0.308014,1,0.126496E-02,1,-1.69434,-4.18436,-0.549038E-01,-0.946263E-01,-0.513291E-03,-0.755928E-10,-0.217834E-11,-0.373915E-12,17.1476,439.248,444.879,1.90000,0,494.140,12.6577,12.8200,0.800000,1,0.848198E-01,2.04732,2.07357,-0.200000,0,294.290,292.645,94982.7,1.12533,1012.43,0.256157E-01,0.199593E-01,0.890440E-02,1202.59,2259.24,0.791273E-02,53.2296,1056.66,282.848,-1.71219,0.298216,0.157239,1.74506,-0.124943E-13,-0.440835E-14,1.74506,6.71449,163.497,170.120,5.16966,-9999,0.566866,0.958596,-1034.98,-0.280199E-02,1.08705,-0.229251E-01,0,87.3515,-13.2559,29.9849,74.6667,113.871,159.706,239.269,-0.358266,1.00933,15.4299,1.01336,12.2230,1.11432,0.511505,1.12578,0.276413,1.11432,-0.410255E-02,1.14895,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,18,28,6,25,4,0,1,0,0,0,0,0,0,0,0,15700,0,0,0,18000,18000,18000,18000,1.23791,0.440134,0.239151,0.104322,0.706515E-03,1500.51,0.108424E-07,0.135431E-01,0.511505E-03,0.276413,-0.410255E-05,8190.00,95354.1,95354.1,11.4200,440.318,445.979,12.6913,12.8555,9.68691,294.526,294.541,294.522,92.6121,92.8159,92.4083,0.407586,0.00000,-1.00000,0.00000,2.03661,77.1255,1.00006,-273.150,9.00073,-273.150
2023-02-16T153000_AIU-0547.ghg,2023-02-16,16:00,47.6665,1,18000,18000,-0.326730,0,-19.3906,0,-4.86017,1,0.252315,1,-0.109780,1,0.596776E-03,1,-2.25362,-3.76558,-0.135593E-01,-0.850553E-01,-0.307526E-03,-0.889000E-11,-0.227776E-12,-0.439606E-13,17.2187,439.023,444.018,2.50000,0,441.172,11.2485,11.3765,6.10000,0,0.851458E-01,2.04246,2.06569,0.400000,0,293.431,291.422,95026.8,1.13118,1011.62,0.254968E-01,-0.711372E-02,0.794992E-02,1069.20,2093.18,0.702802E-02,51.0799,1023.99,281.109,-1.79525,0.221683,0.150720,1.81515,-0.154645E-14,-0.516298E-15,1.81515,7.42372,161.261,172.961,4.76301,-9999,0.537440,0.919667,673.523,0.430572E-02,3.98970,0.315292E-01,0,86.1631,-13.0756,29.5770,73.6509,112.322,157.534,236.014,-0.324489,1.00691,-19.4880,1.01240,-4.30134,1.12992,0.261262,1.14397,-0.971570E-01,1.12992,0.652201E-02,1.17199,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,11,27,2,44,57,26,0,0,0,0,0,0,0,0,0,18000,0,0,0,18000,18000,18000,18000,1.20409,0.412790,0.222455,0.680107E-01,0.124767E-03,15.0582,0.166098E-07,-0.170302E-01,0.261262E-03,-0.971570E-01,0.652201E-05,8190.00,95396.4,95396.4,11.4200,439.636,444.645,11.2647,11.3931,7.97046,292.985,292.998,292.981,92.6406,92.8441,92.4370,0.407055,0.00000,-1.00000,0.00000,2.03292,77.0420,1.00007,-300.161,9.00082,-273.150
2023-02-16T160000_AIU-0547.ghg,2023-02-16,16:30,47.6873,1,18000,18000,-0.245072,1,-23.0120,1,-3.14667,1,0.148275,1,-0.710346E-01,1,-0.112326E-02,1,-1.10763,-1.16728,-0.165540E-03,-0.263508E-01,0.573805E-04,0.884980E-10,0.217966E-11,0.438139E-12,17.2565,439.021,443.820,1.50000,0,425.019,10.8129,10.9311,7.70000,0,0.854340E-01,2.04336,2.06570,0.600000,0,292.842,290.823,95039.8,1.13385,1011.37,0.254409E-01,-0.460304E-02,0.765884E-02,1027.93,2015.72,0.675472E-02,50.9956,987.791,280.532,-1.45822,0.247811,0.127540,1.48461,-0.202979E-13,0.512839E-14,1.48461,5.86754,164.130,170.355,4.92822,-9999,0.464910,0.677054,367.377,0.789379E-02,7.31312,0.431638E-01,0,87.4393,-13.2692,30.0151,74.7418,113.986,159.867,239.510,-0.243294,1.00731,-22.9806,1.01246,-2.80841,1.12044,0.155646,1.13119,-0.633986E-01,1.12044,0.592577E-02,1.17265,800000009,800000009,800000009,800000009,800000009,800110019,899999999,899999999,89999,89999,89,89,19,34,9,30,23,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,18000,18000,18000,18000,0.862547,0.331104,0.160457,0.314364E-01,0.243290E-03,24.7928,0.563520E-08,-0.200399E-01,0.155646E-03,-0.633986E-01,0.592577E-05,8190.00,95414.1,95414.1,11.4200,439.354,444.161,10.8222,10.9406,7.38514,292.210,292.225,292.207,92.6208,92.8203,92.4213,0.399009,0.00000,-1.00000,0.00000,2.03418,76.8467,1.00010,-273.150,9.00101,-273.150
