"","Reservoir","Site","DateTime","Depth_m","Rep","TP_ugL","TN_ugL","Flag_DateTime","Flag_TP","Flag_TN","NH4_ugL","SRP_ugL","NO3NO2_ugL","Flag_NH4","Flag_SRP","Flag_NO3NO2","DOC_mgL","DIC_mgL","DC_mgL","DN_mgL","Flag_DC","Flag_DIC","Flag_DOC","Flag_DN"
"370","FCR","200",2021-08-31 12:00:00,0.1,1,103,252,0,0,3,46,12,3,3,3,3,3.4,5.6,9,0.18,0,0,0,0
"371","FCR","100",2021-08-31 13:38:00,0.1,1,38.7,291,0,0,3,6,25,145,3,3,3,1.5,4.1,5.6,0.18,0,0,0,0
"372","FCR","100.1",2021-08-31 13:38:00,0.1,1,301.8,1110,1,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"373","FCR","50",2021-09-06 09:45:00,0.1,1,14.6,278,0,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"374","FCR","50",2021-09-06 13:07:00,0.1,1,NA,NA,0,0,0,6,9,5,3,0,0,3.6,3.5,7.1,0.24,0,0,0,0
"375","FCR","50",2021-09-06 13:19:00,1.6,1,15.9,275,0,0,3,10,5,2,0,0,3,3.9,3.9,7.9,0.29,0,0,0,0
"376","FCR","50",2021-09-06 13:29:00,3.8,1,18.9,274,0,0,3,4,4,0,3,0,3,2.7,4.1,6.9,0.18,0,0,0,0
"377","FCR","50",2021-09-06 13:39:00,5,1,29.2,521,0,0,3,204,5,2,3,0,3,2.3,4.5,6.8,0.33,0,0,0,0
"378","FCR","50",2021-09-06 13:50:00,6.2,1,24.5,802,0,0,0,515,8,3,3,0,3,2.3,4.8,7.2,0.68,0,0,0,0
"379","FCR","50",2021-09-06 14:00:00,8,1,24.8,989,0,0,0,846,9,2,0,0,3,2.1,5.2,7.3,1.03,0,0,0,0
"380","FCR","50",2021-09-06 14:08:00,9,1,28.1,1020,0,0,3,784,5,2,0,0,3,3.1,5.1,8.2,0.94,0,0,0,0
"381","FCR","50",2021-09-14 10:46:00,0.1,1,17.3,271,0,0,3,9,6,1,0,0,3,2.9,3.8,6.7,0.18,0,0,0,0
"382","FCR","50",2021-09-14 10:59:00,1.6,1,17.4,250,0,0,3,14,4,4,3,0,3,3.3,3.9,7.2,0.23,0,0,0,0
"383","FCR","50",2021-09-14 11:09:00,3.8,1,23.7,262,0,0,3,9,2,1,0,3,3,2.5,4.1,6.5,0.14,0,0,0,0
"384","FCR","50",2021-09-14 11:19:00,5,1,32.6,703,0,0,3,403,3,0,3,3,3,1.6,5.2,6.9,0.49,0,0,0,0
"385","FCR","50",2021-09-14 11:30:00,6.2,1,25.6,879,0,0,0,769,4,0,0,0,3,1.1,6,7,0.79,0,0,0,0
"386","FCR","50",2021-09-14 11:40:00,8,1,29.3,1010,0,0,3,735,3,1,0,0,3,1.3,5.9,7.2,0.73,0,0,0,0
"387","FCR","50",2021-09-14 11:56:00,9,1,32.2,1120,0,0,3,762,2,0,0,3,43,1.2,5.8,7,0.75,0,0,0,0
"388","FCR","100",2021-09-14 16:19:00,0.1,1,32.9,232,0,0,3,5,26,175,3,3,3,0.9,4,4.9,0.16,0,0,0,0
"389","FCR","100.1",2021-09-14 16:19:00,0.1,1,187.2,750,1,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"390","FCR","50",2021-09-21 10:11:00,0.1,1,19.7,217,0,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"391","FCR","50",2021-09-21 13:18:00,0.1,1,NA,NA,0,0,0,5,5,2,3,0,3,3.2,3.9,7.1,0.24,0,0,0,0
"392","FCR","50",2021-09-21 13:22:00,1.6,1,NA,NA,0,0,0,5,4,1,3,0,3,3.1,3.6,6.8,0.21,0,0,0,0
"393","FCR","50",2021-09-21 13:30:00,1.6,1,16.3,239,0,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"394","FCR","50",2021-09-21 13:30:00,3.8,1,48.2,476,0,0,3,12,8,0,3,0,3,2.8,4.2,7,0.26,0,0,0,0
"395","FCR","50",2021-09-21 13:38:00,5,1,31.7,767,0,0,0,543,4,1,3,0,3,1.3,5.8,7,0.52,0,0,0,0
"396","FCR","50",2021-09-21 13:50:00,6.2,1,27.1,730,0,0,3,559,4,1,3,0,3,1.8,5.7,7.6,0.66,0,0,0,0
"397","FCR","50",2021-09-21 13:58:00,8,1,30.3,831,0,0,0,595,4,2,3,0,3,2.2,5.5,7.7,0.68,0,0,0,0
"398","FCR","50",2021-09-21 14:08:00,9,1,32.9,806,0,0,0,785,5,5,0,0,0,1.9,6,7.9,0.82,0,0,0,0
"399","FCR","50",2021-09-27 10:24:00,0.1,1,20.5,232,0,0,3,4,4,0,3,0,3,2.9,3.9,6.8,0.17,0,0,0,0
"400","FCR","50",2021-09-27 10:31:00,1.6,1,23.1,252,0,0,3,9,6,2,0,0,3,3.4,3.6,7,0.19,0,0,0,0
"401","FCR","50",2021-09-27 10:42:00,3.8,1,24.8,286,0,0,3,3,3,1,3,0,3,3,3.5,6.5,0.17,0,0,0,0
"402","FCR","50",2021-09-27 10:52:00,5,1,34.2,500,0,0,3,200,5,1,3,0,3,2,4.3,6.4,0.33,0,0,0,0
"403","FCR","50",2021-09-27 11:02:00,6.2,1,34.2,702,0,0,3,625,3,4,3,0,0,2,5.1,7.1,0.71,0,0,0,0
"404","FCR","50",2021-09-27 11:13:00,8,1,37.6,1050,0,0,3,859,4,1,0,0,3,1.9,5.3,7.3,0.98,0,0,0,0
"405","FCR","50",2021-09-27 11:24:00,9,1,37,1080,0,0,3,962,4,2,0,0,3,1.3,5.5,6.9,0.88,0,0,0,0
"406","FCR","100",2021-09-27 14:25:00,0.1,1,24.3,127,0,0,3,7,20,100,3,3,0,1.6,3.5,5.1,0.14,0,0,0,0
"407","FCR","100.1",2021-09-27 14:25:00,0.1,1,141.6,876,1,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"408","FCR","200",2021-09-27 14:48:00,0.1,1,39.5,153,0,0,3,23,8,25,3,0,3,2.2,4.5,6.7,0.15,0,0,0,0
"409","FCR","50",2021-10-04 11:20:00,0.1,1,16.2,228,0,0,3,7,5,2,3,0,3,2.9,4.8,7.8,0.19,0,0,0,0
"410","FCR","50",2021-10-04 11:35:00,1.6,1,18.9,232,0,0,3,8,4,0,0,0,43,3,3.6,6.6,0.18,0,0,0,0
"411","FCR","50",2021-10-04 12:00:00,3.8,1,33.6,361,0,0,3,9,3,0,0,0,3,3,3.9,7,0.21,0,0,0,0
"412","FCR","50",2021-10-04 12:20:00,5,1,43,815,0,0,0,521,4,2,3,0,3,1.2,5.8,7,0.54,0,0,0,0
"413","FCR","50",2021-10-04 12:40:00,6.2,1,37.8,875,0,0,0,880,4,1,0,0,3,1.7,6.2,7.8,0.94,0,0,0,0
"414","FCR","50",2021-10-04 13:00:00,8,1,65.7,1220,0,0,3,974,14,2,0,3,3,2.2,6.3,8.5,1.16,0,0,0,0
"415","FCR","50",2021-10-04 13:20:00,9,1,36.8,1060,0,0,3,1050,5,0,3,0,43,1.3,6.1,7.4,1.02,0,0,0,0
"416","FCR","50",2021-10-11 10:30:00,0.1,1,21.6,323,0,0,3,8,4,1,0,0,3,2.9,3.8,6.7,0.19,0,0,0,0
"417","FCR","50",2021-10-11 10:50:00,1.6,1,22.1,290,0,0,3,10,4,0,0,0,3,3.2,3.8,7.1,0.19,0,0,0,0
"418","FCR","50",2021-10-11 11:00:00,3.8,1,34.4,411,0,0,3,6,4,0,3,0,3,2.9,4,6.9,0.19,0,0,0,0
"419","FCR","50",2021-10-11 11:05:00,5,1,42.6,561,0,0,3,150,3,0,3,3,3,2.2,4.5,6.7,0.23,0,0,0,0
"420","FCR","50",2021-10-11 11:15:00,6.2,1,47.6,1130,0,0,3,740,3,0,0,0,3,1.5,5.8,7.4,0.78,0,0,0,0
"421","FCR","50",2021-10-11 11:22:00,8,1,50.3,1310,0,0,3,1140,4,1,3,0,3,1.5,6.4,7.9,1.21,0,0,0,0
"422","FCR","50",2021-10-11 11:32:00,9,1,45.5,1320,0,0,3,1080,17,1,3,3,3,1.5,6.3,7.8,1.15,0,0,0,0
"423","FCR","100",2021-10-11 15:15:00,0.1,1,29.4,153,0,0,3,4,19,54,3,3,0,1.3,4.2,5.5,0.11,0,0,0,0
"424","FCR","100.1",2021-10-11 15:15:00,0.1,1,47.1,389,1,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"425","FCR","200",2021-10-11 15:40:00,0.1,1,61.3,214,0,0,3,31,12,10,3,3,0,2.1,5.1,7.2,0.15,0,0,0,0
"426","FCR","50",2021-10-18 10:43:00,0.1,1,20.5,253,0,0,3,12,5,0,3,0,3,2.8,3.8,6.6,0.18,0,0,0,0
"427","FCR","50",2021-10-18 11:00:00,1.6,1,26.9,339,0,0,3,0,3,1,3,0,3,2.9,3.9,6.8,0.17,0,0,0,0
"428","FCR","50",2021-10-18 11:20:00,3.8,1,25.2,321,0,0,3,11,5,1,3,0,3,2.9,4.2,7.1,0.18,0,0,0,0
"429","FCR","50",2021-10-18 11:37:00,5,1,56.7,774,0,0,0,375,6,1,3,0,3,1.2,5.6,6.9,0.46,0,0,0,0
"430","FCR","50",2021-10-18 11:51:00,6.2,1,55.1,1440,0,0,3,1130,5,2,3,0,3,1.3,6.2,7.4,1.18,0,0,0,0
"431","FCR","50",2021-10-18 12:12:00,8,1,50.4,1080,0,0,3,1120,3,3,3,3,3,1.1,6.5,7.7,1.16,0,0,0,0
"432","FCR","50",2021-10-18 12:28:00,9,1,52.9,1260,0,0,3,1110,12,2,3,3,3,1.8,6.3,8.1,1.14,0,0,0,0
"433","FCR","50",2021-10-25 10:00:00,0.1,1,21.4,318,0,0,3,9,3,2,0,0,3,2.8,4.1,6.9,0.19,0,0,0,0
"434","FCR","50",2021-10-25 10:16:00,1.6,1,20.3,297,0,0,3,4,4,2,3,0,3,2.6,4.1,6.7,0.17,0,0,0,0
"435","FCR","50",2021-10-25 10:30:00,3.8,1,22.8,299,0,0,3,6,4,2,3,0,3,2.8,3.9,6.7,0.21,0,0,0,0
"436","FCR","50",2021-10-25 10:53:00,5,1,45.5,640,0,0,3,NA,NA,NA,0,0,0,4.2,4.7,8.9,0.34,0,0,0,0
"437","FCR","50",2021-10-25 11:11:00,6.2,1,38.2,1190,0,0,3,NA,NA,NA,0,0,0,1.6,5.9,7.5,0.96,0,0,0,0
"438","FCR","50",2021-10-25 11:24:00,8,1,37.4,1400,0,0,3,987,4,2,0,0,3,1.3,6.2,7.5,0.99,0,0,0,0
"439","FCR","50",2021-10-25 11:45:00,9,1,38.9,1370,0,0,3,1140,3,4,3,3,3,1.2,6.6,7.8,1.09,0,0,0,0
"440","FCR","50",2021-10-25 13:41:00,5,1,NA,NA,0,0,0,221,9,2,3,0,3,NA,NA,NA,NA,0,0,0,0
"441","FCR","50",2021-10-25 13:46:00,6.2,1,NA,NA,0,0,0,918,7,2,0,0,3,NA,NA,NA,NA,0,0,0,0
"442","FCR","100",2021-10-25 14:40:00,0.1,1,44.4,157,0,0,3,13,24,2,3,3,3,2.1,4.2,6.3,0.06,0,0,0,3
"443","FCR","100.1",2021-10-25 14:40:00,0.1,1,58.8,312,1,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"444","FCR","50",2021-11-03 10:35:00,0.1,1,26.6,423,0,0,3,135,5,3,3,0,3,3,4.2,7.2,0.29,0,0,0,0
"445","FCR","50",2021-11-03 10:44:00,1.6,1,26.6,424,0,0,3,123,4,1,3,0,3,2.5,4.2,6.6,0.24,0,0,0,0
"446","FCR","50",2021-11-03 10:53:00,3.8,1,31.8,507,0,0,3,129,4,2,3,0,3,2.7,4.1,6.8,0.28,0,0,0,0
"447","FCR","50",2021-11-03 11:02:00,5,1,28.1,451,0,0,3,127,4,3,3,0,3,2.8,4.4,7.2,0.3,0,0,0,0
"448","FCR","50",2021-11-03 11:11:00,6.2,1,26.8,411,0,0,3,188,3,1,3,0,3,2.2,4.5,6.7,0.32,0,0,0,0
"449","FCR","50",2021-11-03 11:19:00,8,1,31.1,966,0,0,0,689,4,4,3,0,0,1.7,5.4,7.1,0.72,0,0,0,0
"450","FCR","50",2021-11-03 11:30:00,9,1,31.3,1060,0,0,3,1050,6,1,3,0,3,1.5,6,7.5,1.14,0,0,0,0
"451","FCR","50",2021-11-08 09:45:00,0.1,1,25.3,357,0,0,3,91,7,3,0,0,3,2.7,4.1,6.7,0.23,0,0,0,0
"452","FCR","50",2021-11-08 09:53:00,1.6,1,26.6,283,0,0,3,89,7,2,0,0,3,2.7,4,6.7,0.25,0,0,0,0
"453","FCR","50",2021-11-08 10:01:00,3.8,1,25.7,300,0,0,3,86,5,2,0,0,3,2.6,4.2,6.8,0.23,0,0,0,0
"454","FCR","50",2021-11-08 10:10:00,5,1,28.4,436,0,0,3,84,4,4,0,0,0,2.8,4.4,7.2,0.26,0,0,0,0
"455","FCR","50",2021-11-08 10:18:00,6.2,1,26.7,418,0,0,3,93,6,4,0,0,3,2.7,4.2,6.9,0.23,0,0,0,0
"456","FCR","50",2021-11-08 10:25:00,8,1,27.8,453,0,0,3,84,4,3,0,0,3,2.4,4.2,6.6,0.22,0,0,0,0
"457","FCR","50",2021-11-08 10:25:00,9,1,28.4,405,0,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"458","FCR","50",2021-11-08 10:32:00,9,1,NA,NA,0,0,0,79,3,4,0,0,3,2.5,4.2,6.7,0.21,0,0,0,0
"459","FCR","200",2021-11-08 12:00:00,0.1,1,39.5,205,0,0,3,29,11,6,3,3,0,1.8,4.6,6.4,0.12,0,0,0,0
"460","FCR","100",2021-11-08 13:20:00,0.1,1,25.7,72.1,0,0,3,9,22,2,0,3,3,1.4,3.8,5.2,0.04,0,0,0,3
"461","FCR","100.1",2021-11-08 13:20:00,0.1,1,191.6,1212,1,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"462","FCR","50",2021-11-22 10:04:00,0.1,1,29.5,343,0,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"463","FCR","100",2021-11-22 12:00:00,0.1,1,27,63.7,0,0,3,4,20,0,3,3,3,1.2,3.6,4.8,0.04,0,0,0,3
"464","FCR","100.1",2021-11-22 12:00:00,0.1,1,134,649,1,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"465","FCR","200",2021-11-22 12:00:00,0.1,1,38.5,112,1,0,3,24,6,5,3,0,0,1.5,4.2,5.7,0.07,0,0,0,3
"466","FCR","50",2021-11-22 12:35:00,0.1,1,NA,NA,0,0,0,8,7,2,0,0,3,3.4,4.1,7.5,0.21,0,0,0,0
"467","FCR","50",2021-11-22 12:54:00,1.6,1,36.7,437,0,0,3,5,8,1,3,0,3,3.5,4.1,7.6,0.21,0,0,0,0
"468","FCR","50",2021-11-22 13:05:00,3.8,1,40,448,0,0,3,6,6,2,3,0,3,3.5,4.1,7.6,0.22,0,0,0,0
"469","FCR","50",2021-11-22 13:25:00,5,1,35.6,365,0,0,3,5,5,0,3,0,43,3.3,4,7.3,0.19,0,0,0,0
"470","FCR","50",2021-11-22 13:39:00,6.2,1,34.3,382,0,0,3,8,7,2,0,0,3,3.3,4.1,7.4,0.25,0,0,0,0
"471","FCR","50",2021-11-22 13:49:00,8,1,36.4,408,0,0,3,7,6,1,3,0,3,3.3,4,7.3,0.2,0,0,0,0
"472","FCR","50",2021-11-22 14:00:00,9,1,33.8,335,0,0,3,7,6,3,3,0,3,3.5,4,7.5,0.21,0,0,0,0
"473","FCR","50",2021-12-06 13:07:00,8,1,28.9,261,0,0,3,10,7,2,0,0,3,3.4,4,7.3,0.22,0,0,0,0
"474","FCR","50",2021-12-06 13:15:00,0.1,1,29.5,326,0,0,3,7,8,1,3,0,3,3.4,4.2,7.6,0.22,0,0,0,0
"475","FCR","50",2021-12-06 13:30:00,1.6,1,46.1,541,0,0,3,8,12,1,0,3,3,3.8,4,7.8,0.24,0,0,0,0
"476","FCR","50",2021-12-06 13:39:00,3.8,1,36.9,385,0,0,3,7,8,0,0,0,3,3.4,4,7.4,0.2,0,0,0,0
"477","FCR","50",2021-12-06 13:49:00,5,1,29.7,290,0,0,3,8,6,0,0,0,3,3,4.3,7.3,0.21,0,0,0,0
"478","FCR","50",2021-12-06 13:59:00,6.2,1,32.8,345,0,0,3,12,10,1,3,0,3,3.3,3.9,7.2,0.23,0,0,0,0
"479","FCR","50",2021-12-06 14:14:00,9,1,28.9,291,0,0,3,7,7,0,3,0,3,3.2,4,7.2,0.19,0,0,0,0
"480","FCR","100",2022-01-26 11:25:00,0.1,1,14.9,79.3,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"481","FCR","50",2022-01-31 11:05:00,0.1,1,14.3,205,0,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"482","FCR","50",2022-01-31 11:30:00,6.2,1,26.2,358,0,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"483","FCR","50",2022-01-31 11:35:00,8,1,37.4,570,0,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"484","FCR","50",2022-01-31 11:42:00,9,1,44.2,662,0,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"485","FCR","50",2022-02-24 12:00:00,0.1,1,22.7,301,1,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"486","FCR","50",2022-02-24 12:00:00,1.6,1,27.3,302,1,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"487","FCR","50",2022-02-24 12:00:00,3.8,1,23.8,269,1,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"488","FCR","50",2022-02-24 12:00:00,8,1,22.5,282,1,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"489","FCR","50",2022-03-17 10:50:00,0.1,1,23.8,267,0,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"490","FCR","50",2022-03-17 11:00:00,1.6,1,20.6,253,0,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"491","FCR","50",2022-03-17 11:10:00,3.8,1,30.7,337,0,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"492","FCR","50",2022-03-17 11:18:00,5,1,24,290,0,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"493","FCR","50",2022-03-17 11:22:00,6.2,1,30.4,323,0,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"494","FCR","50",2022-03-17 11:30:00,8,1,29.9,335,0,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"495","FCR","50",2022-03-17 11:40:00,9,1,30.9,339,0,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"496","FCR","50",2022-04-12 11:10:00,3.8,1,25.3,270,0,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"497","FCR","50",2022-04-12 11:34:00,6.2,1,23.9,310,0,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"498","FCR","50",2022-04-12 11:48:00,8,1,26.6,312,0,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"499","FCR","50",2022-04-12 14:56:00,9,1,32.5,340,0,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"500","FCR","50",2022-04-19 10:11:00,1.6,1,27,294,0,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"501","FCR","50",2022-04-19 10:19:00,3.8,1,26,288,0,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"502","FCR","50",2022-04-19 10:28:00,5,1,26.4,315,0,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"503","FCR","50",2022-04-19 10:34:00,6.2,1,24.9,265,0,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"504","FCR","50",2022-04-19 10:48:00,8,1,25.2,282,0,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"505","FCR","50",2022-04-19 11:01:00,9,1,25.7,344,0,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"506","FCR","100",2022-04-19 12:45:00,0.1,1,19.1,96.6,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"507","FCR","200",2022-04-19 13:36:00,0.1,1,41.9,175,0,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
